"Step","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","6.81786863916909","6.81786863916909","6.81786863916909","23.46120368822157","23.46120368822157","23.46120368822157","3.2961523107004296","3.2961523107004296","3.2961523107004296","5.553610949897185","5.553610949897185","5.553610949897185","7.672535825356361","7.672535825356361","7.672535825356361","25.296279222108154","25.296279222108154","25.296279222108154","12.329908653778443","12.329908653778443","12.329908653778443","6.371209012923735","6.371209012923735","6.371209012923735","92.27331710752483","92.27331710752483","92.27331710752483","37.154652554338","37.154652554338","37.154652554338"
"8000","23.69555760714123","23.69555760714123","23.69555760714123","61.333547979646426","61.333547979646426","61.333547979646426","32.13957761946431","32.13957761946431","32.13957761946431","5.323651195371497","5.323651195371497","5.323651195371497","7.811792081235988","7.811792081235988","7.811792081235988","17.1330986286252","17.1330986286252","17.1330986286252","27.61548975562844","27.61548975562844","27.61548975562844","66.89163261900639","66.89163261900639","66.89163261900639","136.50955442624854","136.50955442624854","136.50955442624854","24.58091891147105","24.58091891147105","24.58091891147105"
"12000","53.61993825582003","53.61993825582003","53.61993825582003","46.98552540122802","46.98552540122802","46.98552540122802","59.28494087801067","59.28494087801067","59.28494087801067","5.2720064456148235","5.2720064456148235","5.2720064456148235","44.632661169183606","44.632661169183606","44.632661169183606","53.86471008910314","53.86471008910314","53.86471008910314","25.60665984028564","25.60665984028564","25.60665984028564","65.44050801250152","65.44050801250152","65.44050801250152","34.34824410271979","34.34824410271979","34.34824410271979","58.30606899854373","58.30606899854373","58.30606899854373"
"16000","75.97877285177353","75.97877285177353","75.97877285177353","76.98649572126871","76.98649572126871","76.98649572126871","168.48050922483563","168.48050922483563","168.48050922483563","5.043029278585135","5.043029278585135","5.043029278585135","108.38807813335822","108.38807813335822","108.38807813335822","48.08560462016595","48.08560462016595","48.08560462016595","24.457070105585412","24.457070105585412","24.457070105585412","81.61688866921864","81.61688866921864","81.61688866921864","107.01773155685228","107.01773155685228","107.01773155685228","43.42977425296756","43.42977425296756","43.42977425296756"
"20000","65.4789714822679","65.4789714822679","65.4789714822679","103.68815894165678","103.68815894165678","103.68815894165678","152.528316243198","152.528316243198","152.528316243198","5.283927750396247","5.283927750396247","5.283927750396247","98.58955122376715","98.58955122376715","98.58955122376715","81.7335006802559","81.7335006802559","81.7335006802559","24.254944173411694","24.254944173411694","24.254944173411694","99.19111543681679","99.19111543681679","99.19111543681679","68.04930830706054","68.04930830706054","68.04930830706054","125.82138056678409","125.82138056678409","125.82138056678409"
"24000","98.15675568968045","98.15675568968045","98.15675568968045","135.74995323407362","135.74995323407362","135.74995323407362","122.3896788275775","122.3896788275775","122.3896788275775","5.587683383732317","5.587683383732317","5.587683383732317","58.04859420920635","58.04859420920635","58.04859420920635","68.9850813630197","68.9850813630197","68.9850813630197","33.434761672319816","33.434761672319816","33.434761672319816","79.13925197491157","79.13925197491157","79.13925197491157","64.03036605401078","64.03036605401078","64.03036605401078","184.53553579007536","184.53553579007536","184.53553579007536"
"28000","116.53544201666315","116.53544201666315","116.53544201666315","170.76329234012553","170.76329234012553","170.76329234012553","179.13664985835885","179.13664985835885","179.13664985835885","5.605406389609357","5.605406389609357","5.605406389609357","148.71075807611456","148.71075807611456","148.71075807611456","110.71457860305695","110.71457860305695","110.71457860305695","30.578360701786313","30.578360701786313","30.578360701786313","104.10376526812675","104.10376526812675","104.10376526812675","98.16543997367128","98.16543997367128","98.16543997367128","185.2042035237539","185.2042035237539","185.2042035237539"
"32000","148.0989014398733","148.0989014398733","148.0989014398733","198.12662223987869","198.12662223987869","198.12662223987869","183.29856985322823","183.29856985322823","183.29856985322823","8.344129971269712","8.344129971269712","8.344129971269712","135.1315654631638","135.1315654631638","135.1315654631638","127.71346104954713","127.71346104954713","127.71346104954713","28.289572183484722","28.289572183484722","28.289572183484722","104.94951680625861","104.94951680625861","104.94951680625861","39.37218992826223","39.37218992826223","39.37218992826223","205.77594768818608","205.77594768818608","205.77594768818608"
"36000","153.21185680400717","153.21185680400717","153.21185680400717","191.88038435054418","191.88038435054418","191.88038435054418","184.20807185156167","184.20807185156167","184.20807185156167","6.716717023987668","6.716717023987668","6.716717023987668","139.8747582506874","139.8747582506874","139.8747582506874","125.14054098584002","125.14054098584002","125.14054098584002","33.0282187969905","33.0282187969905","33.0282187969905","77.79898643924153","77.79898643924153","77.79898643924153","96.45463909459264","96.45463909459264","96.45463909459264","208.39707252297111","208.39707252297111","208.39707252297111"
