"Step","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","5.099081376639183","5.099081376639183","5.099081376639183","30.620885314615055","30.620885314615055","30.620885314615055","62.72795100194543","62.72795100194543","62.72795100194543","5.037562911443225","5.037562911443225","5.037562911443225","8.535954385008898","8.535954385008898","8.535954385008898","19.383078337161038","19.383078337161038","19.383078337161038","9.174899663152006","9.174899663152006","9.174899663152006","43.23619518964307","43.23619518964307","43.23619518964307","8.12453396722383","8.12453396722383","8.12453396722383","16.768415844829594","16.768415844829594","16.768415844829594"
"8000","5.00897704929977","5.00897704929977","5.00897704929977","30.446510427344464","30.446510427344464","30.446510427344464","102.12093133586083","102.12093133586083","102.12093133586083","4.194026323082758","4.194026323082758","4.194026323082758","6.356473463340242","6.356473463340242","6.356473463340242","56.6222721928223","56.6222721928223","56.6222721928223","21.06214788162205","21.06214788162205","21.06214788162205","52.03516844924892","52.03516844924892","52.03516844924892","72.74937903791901","72.74937903791901","72.74937903791901","17.968138089232966","17.968138089232966","17.968138089232966"
"12000","6.626403971142226","6.626403971142226","6.626403971142226","2.2873981180182437","2.2873981180182437","2.2873981180182437","121.40572520335627","121.40572520335627","121.40572520335627","1.6187111893700155","1.6187111893700155","1.6187111893700155","8.7521570905916","8.7521570905916","8.7521570905916","49.40313210180748","49.40313210180748","49.40313210180748","69.5203228995787","69.5203228995787","69.5203228995787","59.93434052461305","59.93434052461305","59.93434052461305","90.32607125942116","90.32607125942116","90.32607125942116","11.481449248186713","11.481449248186713","11.481449248186713"
"16000","6.125416282421826","6.125416282421826","6.125416282421826","36.738702122235324","36.738702122235324","36.738702122235324","138.6590298498009","138.6590298498009","138.6590298498009","2.7743192219527257","2.7743192219527257","2.7743192219527257","21.15609935733918","21.15609935733918","21.15609935733918","66.38255166818324","66.38255166818324","66.38255166818324","45.85661443817937","45.85661443817937","45.85661443817937","82.7207115890108","82.7207115890108","82.7207115890108","86.14354142042507","86.14354142042507","86.14354142042507","14.131646583881473","14.131646583881473","14.131646583881473"
"20000","7.323170369848411","7.323170369848411","7.323170369848411","33.28949648945185","33.28949648945185","33.28949648945185","205.68229031901242","205.68229031901242","205.68229031901242","2.210845546719515","2.210845546719515","2.210845546719515","28.15756835792041","28.15756835792041","28.15756835792041","45.49139679468128","45.49139679468128","45.49139679468128","81.92303031183562","81.92303031183562","81.92303031183562","109.64635299502939","109.64635299502939","109.64635299502939","67.82620485753094","67.82620485753094","67.82620485753094","18.493197086991312","18.493197086991312","18.493197086991312"
"24000","6.7695522339905665","6.7695522339905665","6.7695522339905665","60.62291600213532","60.62291600213532","60.62291600213532","195.8269139019431","195.8269139019431","195.8269139019431","2.589348774029866","2.589348774029866","2.589348774029866","29.077746474305634","29.077746474305634","29.077746474305634","14.160699739238714","14.160699739238714","14.160699739238714","87.70094916683247","87.70094916683247","87.70094916683247","102.40042901890999","102.40042901890999","102.40042901890999","84.25189656135565","84.25189656135565","84.25189656135565","3.1445981510897285","3.1445981510897285","3.1445981510897285"
"28000","21.8353760847266","21.8353760847266","21.8353760847266","41.4570964454784","41.4570964454784","41.4570964454784","203.21095417463061","203.21095417463061","203.21095417463061","2.9486821458444927","2.9486821458444927","2.9486821458444927","35.82303141751305","35.82303141751305","35.82303141751305","14.886608002211085","14.886608002211085","14.886608002211085","73.29240694359058","73.29240694359058","73.29240694359058","96.61643973043715","96.61643973043715","96.61643973043715","133.04127347749605","133.04127347749605","133.04127347749605","2.0430603981138913","2.0430603981138913","2.0430603981138913"
"32000","31.438946393723306","31.438946393723306","31.438946393723306","115.1412389093944","115.1412389093944","115.1412389093944","221.05916123125044","221.05916123125044","221.05916123125044","31.102719778571394","31.102719778571394","31.102719778571394","27.030451707761962","27.030451707761962","27.030451707761962","177.18855138336633","177.18855138336633","177.18855138336633","91.80370018067545","91.80370018067545","91.80370018067545","161.2349231971923","161.2349231971923","161.2349231971923","154.59496545245278","154.59496545245278","154.59496545245278","2.0062185188921093","2.0062185188921093","2.0062185188921093"
"36000","35.27249461783239","35.27249461783239","35.27249461783239","167.32187714071554","167.32187714071554","167.32187714071554","202.27690327239253","202.27690327239253","202.27690327239253","8.690950692308338","8.690950692308338","8.690950692308338","43.09201238947629","43.09201238947629","43.09201238947629","156.1522710549787","156.1522710549787","156.1522710549787","124.50478436889009","124.50478436889009","124.50478436889009","152.42792365860987","152.42792365860987","152.42792365860987","191.8832585753695","191.8832585753695","191.8832585753695","2.578825422142855","2.578825422142855","2.578825422142855"
