"Step","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.898409962333137","16.898409962333137","16.898409962333137","13.084039295407056","13.084039295407056","13.084039295407056","37.358347828168235","37.358347828168235","37.358347828168235","4.565444578972584","4.565444578972584","4.565444578972584","2.7063975477321565","2.7063975477321565","2.7063975477321565","13.950179759080475","13.950179759080475","13.950179759080475","6.735281412406154","6.735281412406154","6.735281412406154","4.724113165216677","4.724113165216677","4.724113165216677","13.369621203263543","13.369621203263543","13.369621203263543","18.982004382021895","18.982004382021895","18.982004382021895","5.6173896794556155","5.6173896794556155","5.6173896794556155","28.073159118416005","28.073159118416005","28.073159118416005","14.574752336714635","14.574752336714635","14.574752336714635","17.16009618852612","17.16009618852612","17.16009618852612","8.427558707781847","8.427558707781847","8.427558707781847","2.6955634709015803","2.6955634709015803","2.6955634709015803","7.870681482264013","7.870681482264013","7.870681482264013","16.19910227422988","16.19910227422988","16.19910227422988","4.325637675562012","4.325637675562012","4.325637675562012","2.9688177644235525","2.9688177644235525","2.9688177644235525"
"4000","4.631080688299663","4.631080688299663","4.631080688299663","10.714349336220662","10.714349336220662","10.714349336220662","59.101673257984224","59.101673257984224","59.101673257984224","54.17770698052654","54.17770698052654","54.17770698052654","6.353992415718094","6.353992415718094","6.353992415718094","13.829480771863638","13.829480771863638","13.829480771863638","6.341289309747873","6.341289309747873","6.341289309747873","50.31131780943392","50.31131780943392","50.31131780943392","11.986490412654774","11.986490412654774","11.986490412654774","34.979009557916","34.979009557916","34.979009557916","5.687464597661792","5.687464597661792","5.687464597661792","22.379007220870083","22.379007220870083","22.379007220870083","26.690467978851295","26.690467978851295","26.690467978851295","4.021885276123193","4.021885276123193","4.021885276123193","2.163712749386886","2.163712749386886","2.163712749386886","18.970475677133507","18.970475677133507","18.970475677133507","7.839959169470861","7.839959169470861","7.839959169470861","26.61299009304591","26.61299009304591","26.61299009304591","62.45929182818186","62.45929182818186","62.45929182818186","4.269500669475788","4.269500669475788","4.269500669475788"
"8000","9.633621547964923","9.633621547964923","9.633621547964923","5.139820607716078","5.139820607716078","5.139820607716078","51.732419223566964","51.732419223566964","51.732419223566964","40.10801571972122","40.10801571972122","40.10801571972122","40.38069353932463","40.38069353932463","40.38069353932463","14.288644219826235","14.288644219826235","14.288644219826235","60.681538867975846","60.681538867975846","60.681538867975846","56.375624370023004","56.375624370023004","56.375624370023004","36.713820606738274","36.713820606738274","36.713820606738274","4.9769763398818245","4.9769763398818245","4.9769763398818245","5.687526416977103","5.687526416977103","5.687526416977103","22.37900719778894","22.37900719778894","22.37900719778894","47.41235636574784","47.41235636574784","47.41235636574784","4.934225339090506","4.934225339090506","4.934225339090506","12.080547214941936","12.080547214941936","12.080547214941936","20.68533540894311","20.68533540894311","20.68533540894311","15.644042011854044","15.644042011854044","15.644042011854044","40.11856383260937","40.11856383260937","40.11856383260937","68.11602872835783","68.11602872835783","68.11602872835783","18.979538042810972","18.979538042810972","18.979538042810972"
"12000","5.195061670512882","5.195061670512882","5.195061670512882","28.31963382260319","28.31963382260319","28.31963382260319","109.40189890953097","109.40189890953097","109.40189890953097","50.672845591224366","50.672845591224366","50.672845591224366","46.419117457394336","46.419117457394336","46.419117457394336","14.299670663001152","14.299670663001152","14.299670663001152","68.32536293381513","68.32536293381513","68.32536293381513","103.31679378115743","103.31679378115743","103.31679378115743","28.055010227236387","28.055010227236387","28.055010227236387","16.868080066832405","16.868080066832405","16.868080066832405","59.02471547558913","59.02471547558913","59.02471547558913","22.37900719778894","22.37900719778894","22.37900719778894","61.661889503931185","61.661889503931185","61.661889503931185","4.898206651773305","4.898206651773305","4.898206651773305","34.02399164493469","34.02399164493469","34.02399164493469","25.736054760675522","25.736054760675522","25.736054760675522","3.825905205697071","3.825905205697071","3.825905205697071","66.23152791903641","66.23152791903641","66.23152791903641","34.35497092107674","34.35497092107674","34.35497092107674","18.49893960815474","18.49893960815474","18.49893960815474"
"16000","10.314809030430848","10.314809030430848","10.314809030430848","29.454041015478346","29.454041015478346","29.454041015478346","85.60923006014937","85.60923006014937","85.60923006014937","38.72098219705766","38.72098219705766","38.72098219705766","41.10458456459893","41.10458456459893","41.10458456459893","15.263829883593564","15.263829883593564","15.263829883593564","79.90786610459226","79.90786610459226","79.90786610459226","150.65059660302518","150.65059660302518","150.65059660302518","37.85106293189657","37.85106293189657","37.85106293189657","17.12519228740436","17.12519228740436","17.12519228740436","65.5216386145855","65.5216386145855","65.5216386145855","22.37900719778894","22.37900719778894","22.37900719778894","35.5138185073284","35.5138185073284","35.5138185073284","4.980715505203685","4.980715505203685","4.980715505203685","34.46719243911382","34.46719243911382","34.46719243911382","34.26616030153796","34.26616030153796","34.26616030153796","6.140748148832014","6.140748148832014","6.140748148832014","67.09583468156502","67.09583468156502","67.09583468156502","69.81781650295525","69.81781650295525","69.81781650295525","24.570842908113484","24.570842908113484","24.570842908113484"
"20000","10.682619608730898","10.682619608730898","10.682619608730898","30.403552901582884","30.403552901582884","30.403552901582884","77.38893161349321","77.38893161349321","77.38893161349321","61.369251855717984","61.369251855717984","61.369251855717984","57.28964962207336","57.28964962207336","57.28964962207336","11.935036033725213","11.935036033725213","11.935036033725213","54.273700454625065","54.273700454625065","54.273700454625065","117.4578781648324","117.4578781648324","117.4578781648324","68.61810242014161","68.61810242014161","68.61810242014161","18.737957301255435","18.737957301255435","18.737957301255435","6.197425259336725","6.197425259336725","6.197425259336725","22.37900719778894","22.37900719778894","22.37900719778894","72.760577121285","72.760577121285","72.760577121285","4.511765979881398","4.511765979881398","4.511765979881398","35.4615907239817","35.4615907239817","35.4615907239817","70.22347966395397","70.22347966395397","70.22347966395397","44.71245827337362","44.71245827337362","44.71245827337362","57.81461325965192","57.81461325965192","57.81461325965192","72.6757132056052","72.6757132056052","72.6757132056052","6.301088640129776","6.301088640129776","6.301088640129776"
"24000","11.097547618967646","11.097547618967646","11.097547618967646","28.04629551916908","28.04629551916908","28.04629551916908","57.12320858432149","57.12320858432149","57.12320858432149","61.03900392146181","61.03900392146181","61.03900392146181","57.64583159906324","57.64583159906324","57.64583159906324","10.950275544752667","10.950275544752667","10.950275544752667","104.15868358376363","104.15868358376363","104.15868358376363","170.06160822410808","170.06160822410808","170.06160822410808","44.08688662643698","44.08688662643698","44.08688662643698","26.762980902048287","26.762980902048287","26.762980902048287","7.950627028519635","7.950627028519635","7.950627028519635","22.37900719778894","22.37900719778894","22.37900719778894","88.95537640609572","88.95537640609572","88.95537640609572","8.501945546726159","8.501945546726159","8.501945546726159","30.420763182557874","30.420763182557874","30.420763182557874","99.27043704648345","99.27043704648345","99.27043704648345","59.09117574039478","59.09117574039478","59.09117574039478","66.75139757303484","66.75139757303484","66.75139757303484","72.35566511094503","72.35566511094503","72.35566511094503","6.056696702457583","6.056696702457583","6.056696702457583"
"28000","24.89006152136155","24.89006152136155","24.89006152136155","27.641880717969105","27.641880717969105","27.641880717969105","74.39174644393036","74.39174644393036","74.39174644393036","113.33847444107944","113.33847444107944","113.33847444107944","59.33658069314653","59.33658069314653","59.33658069314653","10.670122101819034","10.670122101819034","10.670122101819034","103.66035696193671","103.66035696193671","103.66035696193671","160.22064433233396","160.22064433233396","160.22064433233396","72.45835997540846","72.45835997540846","72.45835997540846","29.723288068862264","29.723288068862264","29.723288068862264","5.517330450986245","5.517330450986245","5.517330450986245","22.37900719778894","22.37900719778894","22.37900719778894","86.6104193430568","86.6104193430568","86.6104193430568","24.366730389339807","24.366730389339807","24.366730389339807","31.440948602418224","31.440948602418224","31.440948602418224","100.60817026422491","100.60817026422491","100.60817026422491","31.770450966575915","31.770450966575915","31.770450966575915","84.193483693999","84.193483693999","84.193483693999","72.28032927313657","72.28032927313657","72.28032927313657","15.214343776350933","15.214343776350933","15.214343776350933"
"32000","25.35881209258117","25.35881209258117","25.35881209258117","29.17425894777791","29.17425894777791","29.17425894777791","53.57906957946839","53.57906957946839","53.57906957946839","58.691233158146545","58.691233158146545","58.691233158146545","59.128377888867796","59.128377888867796","59.128377888867796","11.575639329011814","11.575639329011814","11.575639329011814","91.58140763665101","91.58140763665101","91.58140763665101","161.10849454559224","161.10849454559224","161.10849454559224","56.69683480991836","56.69683480991836","56.69683480991836","22.119210206521668","22.119210206521668","22.119210206521668","177.5688930811844","177.5688930811844","177.5688930811844","22.37900719778894","22.37900719778894","22.37900719778894","99.31362633198466","99.31362633198466","99.31362633198466","24.36669271619138","24.36669271619138","24.36669271619138","31.49488223542898","31.49488223542898","31.49488223542898","72.867159492407","72.867159492407","72.867159492407","56.42798450605085","56.42798450605085","56.42798450605085","89.4322694842537","89.4322694842537","89.4322694842537","72.83746178588464","72.83746178588464","72.83746178588464","10.181490341850587","10.181490341850587","10.181490341850587"
"36000","25.714943122239486","25.714943122239486","25.714943122239486","44.887373267670114","44.887373267670114","44.887373267670114","53.25900344470582","53.25900344470582","53.25900344470582","140.03942981702667","140.03942981702667","140.03942981702667","59.10876536755658","59.10876536755658","59.10876536755658","11.88592230280603","11.88592230280603","11.88592230280603","91.5828681319629","91.5828681319629","91.5828681319629","175.85496702815843","175.85496702815843","175.85496702815843","61.70029232692476","61.70029232692476","61.70029232692476","26.975709856338874","26.975709856338874","26.975709856338874","136.1852263716478","136.1852263716478","136.1852263716478","22.501636075444168","22.501636075444168","22.501636075444168","77.5769447454439","77.5769447454439","77.5769447454439","53.83151635748121","53.83151635748121","53.83151635748121","32.24355009900583","32.24355009900583","32.24355009900583","120.36189683720636","120.36189683720636","120.36189683720636","57.31094683552495","57.31094683552495","57.31094683552495","93.42862517638216","93.42862517638216","93.42862517638216","68.98843038316383","68.98843038316383","68.98843038316383","43.01155113102799","43.01155113102799","43.01155113102799"
