"Step","DQN_EQL_ZigZag_100 - eval/avg_reward","DQN_EQL_ZigZag_100 - eval/avg_reward__MIN","DQN_EQL_ZigZag_100 - eval/avg_reward__MAX","DQN_EQL_ZigZag_90 - eval/avg_reward","DQN_EQL_ZigZag_90 - eval/avg_reward__MIN","DQN_EQL_ZigZag_90 - eval/avg_reward__MAX","DQN_EQL_ZigZag_80 - eval/avg_reward","DQN_EQL_ZigZag_80 - eval/avg_reward__MIN","DQN_EQL_ZigZag_80 - eval/avg_reward__MAX","DQN_EQL_ZigZag_70 - eval/avg_reward","DQN_EQL_ZigZag_70 - eval/avg_reward__MIN","DQN_EQL_ZigZag_70 - eval/avg_reward__MAX","DQN_EQL_ZigZag_60 - eval/avg_reward","DQN_EQL_ZigZag_60 - eval/avg_reward__MIN","DQN_EQL_ZigZag_60 - eval/avg_reward__MAX","DQN_EQL_ZigZag_50 - eval/avg_reward","DQN_EQL_ZigZag_50 - eval/avg_reward__MIN","DQN_EQL_ZigZag_50 - eval/avg_reward__MAX","DQN_EQL_ZigZag_40 - eval/avg_reward","DQN_EQL_ZigZag_40 - eval/avg_reward__MIN","DQN_EQL_ZigZag_40 - eval/avg_reward__MAX","DQN_EQL_ZigZag_30 - eval/avg_reward","DQN_EQL_ZigZag_30 - eval/avg_reward__MIN","DQN_EQL_ZigZag_30 - eval/avg_reward__MAX","DQN_EQL_ZigZag_20 - eval/avg_reward","DQN_EQL_ZigZag_20 - eval/avg_reward__MIN","DQN_EQL_ZigZag_20 - eval/avg_reward__MAX","DQN_EQL_ZigZag_10 - eval/avg_reward","DQN_EQL_ZigZag_10 - eval/avg_reward__MIN","DQN_EQL_ZigZag_10 - eval/avg_reward__MAX"
"8000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-113","-113","-113"
"8500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-113","-113","-113"
"9000","-20","-20","-20","-100","-100","-100","-114","-114","-114","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-113","-113","-113"
"9500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-113","-113","-113"
"10000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-118","-118","-118","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100","-113","-113","-113"
"10500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-22","-22","-22","-21","-21","-21","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113"
"11000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20"
"11500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-111","-111","-111","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20"
"12000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-120","-120","-120"
"12500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-21","-21","-21","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-120","-120","-120"
"13000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-120","-120","-120"
"13500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-100","-100","-100","-23","-23","-23","-100","-100","-100","-119","-119","-119"
"14000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-101","-101","-101","-100","-100","-100","-21","-21","-21","-100","-100","-100","-120","-120","-120"
"14500","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-23","-23","-23","-20","-20","-20","-21","-21","-21","-100","-100","-100","-119","-119","-119"
"15000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-119","-119","-119"
"15500","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-104","-104","-104","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"16000","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-102","-102","-102","-109","-109","-109","-20","-20","-20","-23","-23","-23","-22","-22","-22","-110","-110","-110"
"16500","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-23","-23","-23","-20","-20","-20","-111","-111","-111"
"17000","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-110","-110","-110"
"17500","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100"
"18000","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"18500","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-109","-109","-109","-110","-110","-110","-20","-20","-20","-20","-20","-20","-22","-22","-22","-111","-111","-111"
"19000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-22","-22","-22","-111","-111","-111"
"19500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-120","-120","-120","-100","-100","-100"
"20000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-110","-110","-110","-101","-101","-101","-20","-20","-20","-20","-20","-20","-120","-120","-120","-100","-100","-100"
"20500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-101","-101","-101","-111","-111","-111","-20","-20","-20","-20","-20","-20","-120","-120","-120","-20","-20","-20"
"21000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"21500","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-111","-111","-111","-20","-20","-20","-111","-111","-111","-100","-100","-100","-111","-111","-111"
"22000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-21","-21","-21"
"22500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-116","-116","-116","-101","-101","-101","-111","-111","-111","-20","-20","-20","-109","-109","-109","-100","-100","-100","-20","-20","-20"
"23000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-111","-111","-111","-20","-20","-20","-20","-20","-20","-100","-100","-100","-111","-111","-111"
"23500","-109","-109","-109","-20","-20","-20","-21","-21","-21","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"24000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-109","-109","-109","-100","-100","-100","-111","-111","-111"
"24500","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-102","-102","-102","-20","-20","-20","-21","-21","-21","-113","-113","-113","-20","-20","-20"
"25000","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20"
"25500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-21","-21","-21","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"26000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-21","-21","-21","-102","-102","-102","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"26500","-103","-103","-103","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-101","-101","-101","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"27000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"27500","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20"
"28000","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"28500","-110","-110","-110","-20","-20","-20","-20","-20","-20","-24","-24","-24","-111","-111","-111","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110"
"29000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110"
"29500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"30000","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"30500","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"31000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"31500","-103","-103","-103","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"32000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"32500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110"
"33000","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-103","-103","-103","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"33500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"34000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"34500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"35000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"35500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-104","-104","-104","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111"
"36000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"36500","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"37000","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-110","-110","-110","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"37500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"38000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"38500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"39000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"39500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-103","-103","-103","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111"
"40000","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"40500","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111"
"41000","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-102","-102","-102","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110"
"41500","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"42000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-110","-110","-110"
"42500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-103","-103","-103","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"43000","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"43500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"44000","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-101","-101","-101","-20","-20","-20","-109","-109","-109","-20","-20","-20","-109","-109","-109"
"44500","-104","-104","-104","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-109","-109","-109"
"45000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"45500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-20","-20","-20"
"46000","-104","-104","-104","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-102","-102","-102","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"46500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-109","-109","-109"
"47000","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-20","-20","-20","-109","-109","-109","-20","-20","-20","-111","-111","-111"
"47500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-102","-102","-102","-20","-20","-20","-109","-109","-109","-20","-20","-20","-109","-109","-109"
"48000","-109","-109","-109","-20","-20","-20","-20","-20","-20","-20","-20","-20","-111","-111","-111","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-20","-20","-20"
"48500","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-111","-111","-111","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"49000","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-104","-104","-104","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109"
"49500","-101","-101","-101","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-109","-109","-109","-20","-20","-20","-109","-109","-109"
"50000","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-101","-101","-101","-101","-101","-101","-20","-20","-20","-109","-109","-109","-20","-20","-20","-109","-109","-109"
