"Step","DQN_EQL_ZigZag_19 - eval/avg_reward","DQN_EQL_ZigZag_19 - eval/avg_reward__MIN","DQN_EQL_ZigZag_19 - eval/avg_reward__MAX","DQN_EQL_ZigZag_18 - eval/avg_reward","DQN_EQL_ZigZag_18 - eval/avg_reward__MIN","DQN_EQL_ZigZag_18 - eval/avg_reward__MAX","DQN_EQL_ZigZag_17 - eval/avg_reward","DQN_EQL_ZigZag_17 - eval/avg_reward__MIN","DQN_EQL_ZigZag_17 - eval/avg_reward__MAX","DQN_EQL_ZigZag_16 - eval/avg_reward","DQN_EQL_ZigZag_16 - eval/avg_reward__MIN","DQN_EQL_ZigZag_16 - eval/avg_reward__MAX","DQN_EQL_ZigZag_15 - eval/avg_reward","DQN_EQL_ZigZag_15 - eval/avg_reward__MIN","DQN_EQL_ZigZag_15 - eval/avg_reward__MAX","DQN_EQL_ZigZag_14 - eval/avg_reward","DQN_EQL_ZigZag_14 - eval/avg_reward__MIN","DQN_EQL_ZigZag_14 - eval/avg_reward__MAX","DQN_EQL_ZigZag_13 - eval/avg_reward","DQN_EQL_ZigZag_13 - eval/avg_reward__MIN","DQN_EQL_ZigZag_13 - eval/avg_reward__MAX","DQN_EQL_ZigZag_12 - eval/avg_reward","DQN_EQL_ZigZag_12 - eval/avg_reward__MIN","DQN_EQL_ZigZag_12 - eval/avg_reward__MAX","DQN_EQL_ZigZag_11 - eval/avg_reward","DQN_EQL_ZigZag_11 - eval/avg_reward__MIN","DQN_EQL_ZigZag_11 - eval/avg_reward__MAX","DQN_EQL_ZigZag_10 - eval/avg_reward","DQN_EQL_ZigZag_10 - eval/avg_reward__MIN","DQN_EQL_ZigZag_10 - eval/avg_reward__MAX","DQN_EQL_ZigZag_9 - eval/avg_reward","DQN_EQL_ZigZag_9 - eval/avg_reward__MIN","DQN_EQL_ZigZag_9 - eval/avg_reward__MAX","DQN_EQL_ZigZag_8 - eval/avg_reward","DQN_EQL_ZigZag_8 - eval/avg_reward__MIN","DQN_EQL_ZigZag_8 - eval/avg_reward__MAX","DQN_EQL_ZigZag_7 - eval/avg_reward","DQN_EQL_ZigZag_7 - eval/avg_reward__MIN","DQN_EQL_ZigZag_7 - eval/avg_reward__MAX","DQN_EQL_ZigZag_6 - eval/avg_reward","DQN_EQL_ZigZag_6 - eval/avg_reward__MIN","DQN_EQL_ZigZag_6 - eval/avg_reward__MAX","DQN_EQL_ZigZag_5 - eval/avg_reward","DQN_EQL_ZigZag_5 - eval/avg_reward__MIN","DQN_EQL_ZigZag_5 - eval/avg_reward__MAX","DQN_EQL_ZigZag_4 - eval/avg_reward","DQN_EQL_ZigZag_4 - eval/avg_reward__MIN","DQN_EQL_ZigZag_4 - eval/avg_reward__MAX","DQN_EQL_ZigZag_3 - eval/avg_reward","DQN_EQL_ZigZag_3 - eval/avg_reward__MIN","DQN_EQL_ZigZag_3 - eval/avg_reward__MAX","DQN_EQL_ZigZag_2 - eval/avg_reward","DQN_EQL_ZigZag_2 - eval/avg_reward__MIN","DQN_EQL_ZigZag_2 - eval/avg_reward__MAX","DQN_EQL_ZigZag_1 - eval/avg_reward","DQN_EQL_ZigZag_1 - eval/avg_reward__MIN","DQN_EQL_ZigZag_1 - eval/avg_reward__MAX","DQN_EQL_ZigZag_0 - eval/avg_reward","DQN_EQL_ZigZag_0 - eval/avg_reward__MIN","DQN_EQL_ZigZag_0 - eval/avg_reward__MAX"
"3000","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3300","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3600","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3900","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100"
"4200","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-114","-114","-114","-115","-115","-115"
"4500","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"4800","-100","-100","-100","-109","-109","-109","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-122","-122","-122"
"5100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-120","-120","-120","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-21","-21","-21","-100","-100","-100"
"5400","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-120","-120","-120","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100"
"5700","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100"
"6000","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-120","-120","-120","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-115","-115","-115"
"6300","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-22","-22","-22","-119","-119","-119","-21","-21","-21","-124","-124","-124","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100","-120","-120","-120","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22"
"6600","-25","-25","-25","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-120","-120","-120","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-24","-24","-24","-100","-100","-100","-23","-23","-23","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22"
"6900","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-24","-24","-24","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-122","-122","-122"
"7200","-23","-23","-23","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-118","-118","-118","-22","-22","-22","-20","-20","-20","-22","-22","-22"
"7500","-23","-23","-23","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-21","-21","-21","-22","-22","-22","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"7800","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-120","-120","-120","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"8100","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-24","-24","-24","-100","-100","-100","-22","-22","-22","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-118","-118","-118","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"8400","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-20","-20","-20","-22","-22","-22","-100","-100","-100","-25","-25","-25","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-22","-22","-22","-120","-120","-120","-23","-23","-23","-20","-20","-20","-20","-20","-20"
"8700","-22","-22","-22","-100","-100","-100","-22","-22","-22","-20","-20","-20","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100","-22","-22","-22","-20","-20","-20","-22","-22","-22"
"9000","-22","-22","-22","-100","-100","-100","-22","-22","-22","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-21","-21","-21","-100","-100","-100","-24","-24","-24","-20","-20","-20","-20","-20","-20"
"9300","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-116","-116","-116","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-25","-25","-25","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20"
"9600","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-116","-116","-116","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20"
"9900","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-116","-116","-116","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20"
"10200","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-20","-20","-20","-116","-116","-116","-100","-100","-100","-22","-22","-22","-23","-23","-23","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20"
"10500","-20","-20","-20","-23","-23","-23","-21","-21","-21","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"10800","-20","-20","-20","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-28","-28","-28","-24","-24","-24","-20","-20","-20","-20","-20","-20"
"11100","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20"
"11400","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"11700","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-23","-23","-23","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12000","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-23","-23","-23","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12300","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12600","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-23","-23","-23","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20"
"12900","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-21","-21","-21","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-21","-21","-21","-23","-23","-23","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20"
"13200","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-21","-21","-21","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-21","-21","-21","-23","-23","-23","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"13500","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-23","-23","-23","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"13800","-20","-20","-20","-23","-23","-23","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"14100","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-21","-21","-21","-20","-20","-20"
"14400","-20","-20","-20","-22","-22","-22","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-20","-20","-20","-21","-21","-21","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"14700","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-23","-23","-23","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15000","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-23","-23","-23","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15300","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-23","-23","-23","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15600","-20","-20","-20","-22","-22","-22","-20","-20","-20","-24","-24","-24","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15900","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-21","-21","-21","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16200","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16500","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-23","-23","-23","-20","-20","-20","-20","-20","-20"
"16800","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-22","-22","-22","-23","-23","-23","-20","-20","-20","-20","-20","-20"
