"Step","DQN_TempoRL_ZigZag_19 - eval/avg_reward","DQN_TempoRL_ZigZag_19 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_19 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_18 - eval/avg_reward","DQN_TempoRL_ZigZag_18 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_18 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_17 - eval/avg_reward","DQN_TempoRL_ZigZag_17 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_17 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_16 - eval/avg_reward","DQN_TempoRL_ZigZag_16 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_16 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_15 - eval/avg_reward","DQN_TempoRL_ZigZag_15 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_15 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_14 - eval/avg_reward","DQN_TempoRL_ZigZag_14 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_14 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_13 - eval/avg_reward","DQN_TempoRL_ZigZag_13 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_13 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_12 - eval/avg_reward","DQN_TempoRL_ZigZag_12 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_12 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_11 - eval/avg_reward","DQN_TempoRL_ZigZag_11 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_11 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_10 - eval/avg_reward","DQN_TempoRL_ZigZag_10 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_10 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_9 - eval/avg_reward","DQN_TempoRL_ZigZag_9 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_9 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_8 - eval/avg_reward","DQN_TempoRL_ZigZag_8 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_8 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_7 - eval/avg_reward","DQN_TempoRL_ZigZag_7 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_7 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_6 - eval/avg_reward","DQN_TempoRL_ZigZag_6 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_6 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_5 - eval/avg_reward","DQN_TempoRL_ZigZag_5 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_5 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_4 - eval/avg_reward","DQN_TempoRL_ZigZag_4 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_4 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_3 - eval/avg_reward","DQN_TempoRL_ZigZag_3 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_3 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_2 - eval/avg_reward","DQN_TempoRL_ZigZag_2 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_2 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_1 - eval/avg_reward","DQN_TempoRL_ZigZag_1 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_1 - eval/avg_reward__MAX","DQN_TempoRL_ZigZag_0 - eval/avg_reward","DQN_TempoRL_ZigZag_0 - eval/avg_reward__MIN","DQN_TempoRL_ZigZag_0 - eval/avg_reward__MAX"
"3000","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3300","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3600","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3900","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4200","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4500","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"4800","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5400","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"5700","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-115","-115","-115","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6000","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-115","-115","-115","-21","-21","-21","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"6300","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100"
"6600","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100"
"6900","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-113","-113","-113","-22","-22","-22","-100","-100","-100","-114","-114","-114","-100","-100","-100","-100","-100","-100"
"7200","-115","-115","-115","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-113","-113","-113","-100","-100","-100","-100","-100","-100","-113","-113","-113","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-100","-100","-100","-100","-100","-100","-110","-110","-110","-100","-100","-100"
"7500","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-110","-110","-110","-100","-100","-100"
"7800","-116","-116","-116","-100","-100","-100","-20","-20","-20","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-114","-114","-114","-100","-100","-100","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-100","-100","-100","-20","-20","-20","-110","-110","-110","-100","-100","-100"
"8100","-116","-116","-116","-100","-100","-100","-20","-20","-20","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-121","-121","-121","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-22","-22","-22","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"8400","-100","-100","-100","-100","-100","-100","-20","-20","-20","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-114","-114","-114","-100","-100","-100","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-23","-23","-23","-22","-22","-22","-100","-100","-100","-20","-20","-20","-113","-113","-113","-100","-100","-100"
"8700","-116","-116","-116","-100","-100","-100","-20","-20","-20","-115","-115","-115","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-22","-22","-22","-20","-20","-20","-25","-25","-25","-20","-20","-20","-113","-113","-113","-100","-100","-100"
"9000","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-114","-114","-114","-100","-100","-100","-25","-25","-25","-20","-20","-20","-109","-109","-109","-100","-100","-100","-100","-100","-100","-100","-100","-100","-21","-21","-21","-20","-20","-20","-25","-25","-25","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"9300","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-23","-23","-23","-100","-100","-100","-24","-24","-24","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-100","-100","-100","-21","-21","-21","-20","-20","-20","-25","-25","-25","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"9600","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-24","-24","-24","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-21","-21","-21","-20","-20","-20","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100"
"9900","-100","-100","-100","-100","-100","-100","-21","-21","-21","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-23","-23","-23","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-21","-21","-21","-100","-100","-100","-20","-20","-20","-22","-22","-22","-100","-100","-100"
"10200","-115","-115","-115","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-124","-124","-124","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-22","-22","-22","-100","-100","-100"
"10500","-115","-115","-115","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-115","-115","-115","-25","-25","-25","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-100","-100","-100"
"10800","-117","-117","-117","-100","-100","-100","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-25","-25","-25","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-100","-100","-100"
"11100","-117","-117","-117","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"11400","-115","-115","-115","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"11700","-115","-115","-115","-100","-100","-100","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12000","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12300","-22","-22","-22","-22","-22","-22","-21","-21","-21","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-26","-26","-26","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"12600","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"12900","-22","-22","-22","-22","-22","-22","-21","-21","-21","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-23","-23","-23","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-26","-26","-26","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"13200","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"13500","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-22","-22","-22"
"13800","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-22","-22","-22"
"14100","-22","-22","-22","-22","-22","-22","-20","-20","-20","-21","-21","-21","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"14400","-22","-22","-22","-22","-22","-22","-20","-20","-20","-21","-21","-21","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-24","-24","-24","-20","-20","-20","-100","-100","-100","-20","-20","-20"
"14700","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15000","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-22","-22","-22","-23","-23","-23","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15300","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15600","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"15900","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-22","-22","-22","-100","-100","-100","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20"
"16200","-22","-22","-22","-22","-22","-22","-20","-20","-20","-20","-20","-20","-100","-100","-100","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-22","-22","-22","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-20","-21","-21","-21","-20","-20","-20","-20","-20","-20"
