"Step","DQN_EQL_Bridge_19 - eval/avg_reward","DQN_EQL_Bridge_19 - eval/avg_reward__MIN","DQN_EQL_Bridge_19 - eval/avg_reward__MAX","DQN_EQL_Bridge_18 - eval/avg_reward","DQN_EQL_Bridge_18 - eval/avg_reward__MIN","DQN_EQL_Bridge_18 - eval/avg_reward__MAX","DQN_EQL_Bridge_17 - eval/avg_reward","DQN_EQL_Bridge_17 - eval/avg_reward__MIN","DQN_EQL_Bridge_17 - eval/avg_reward__MAX","DQN_EQL_Bridge_16 - eval/avg_reward","DQN_EQL_Bridge_16 - eval/avg_reward__MIN","DQN_EQL_Bridge_16 - eval/avg_reward__MAX","DQN_EQL_Bridge_15 - eval/avg_reward","DQN_EQL_Bridge_15 - eval/avg_reward__MIN","DQN_EQL_Bridge_15 - eval/avg_reward__MAX","DQN_EQL_Bridge_14 - eval/avg_reward","DQN_EQL_Bridge_14 - eval/avg_reward__MIN","DQN_EQL_Bridge_14 - eval/avg_reward__MAX","DQN_EQL_Bridge_13 - eval/avg_reward","DQN_EQL_Bridge_13 - eval/avg_reward__MIN","DQN_EQL_Bridge_13 - eval/avg_reward__MAX","DQN_EQL_Bridge_12 - eval/avg_reward","DQN_EQL_Bridge_12 - eval/avg_reward__MIN","DQN_EQL_Bridge_12 - eval/avg_reward__MAX","DQN_EQL_Bridge_11 - eval/avg_reward","DQN_EQL_Bridge_11 - eval/avg_reward__MIN","DQN_EQL_Bridge_11 - eval/avg_reward__MAX","DQN_EQL_Bridge_10 - eval/avg_reward","DQN_EQL_Bridge_10 - eval/avg_reward__MIN","DQN_EQL_Bridge_10 - eval/avg_reward__MAX","DQN_EQL_Bridge_9 - eval/avg_reward","DQN_EQL_Bridge_9 - eval/avg_reward__MIN","DQN_EQL_Bridge_9 - eval/avg_reward__MAX","DQN_EQL_Bridge_8 - eval/avg_reward","DQN_EQL_Bridge_8 - eval/avg_reward__MIN","DQN_EQL_Bridge_8 - eval/avg_reward__MAX","DQN_EQL_Bridge_7 - eval/avg_reward","DQN_EQL_Bridge_7 - eval/avg_reward__MIN","DQN_EQL_Bridge_7 - eval/avg_reward__MAX","DQN_EQL_Bridge_6 - eval/avg_reward","DQN_EQL_Bridge_6 - eval/avg_reward__MIN","DQN_EQL_Bridge_6 - eval/avg_reward__MAX","DQN_EQL_Bridge_5 - eval/avg_reward","DQN_EQL_Bridge_5 - eval/avg_reward__MIN","DQN_EQL_Bridge_5 - eval/avg_reward__MAX","DQN_EQL_Bridge_4 - eval/avg_reward","DQN_EQL_Bridge_4 - eval/avg_reward__MIN","DQN_EQL_Bridge_4 - eval/avg_reward__MAX","DQN_EQL_Bridge_3 - eval/avg_reward","DQN_EQL_Bridge_3 - eval/avg_reward__MIN","DQN_EQL_Bridge_3 - eval/avg_reward__MAX","DQN_EQL_Bridge_2 - eval/avg_reward","DQN_EQL_Bridge_2 - eval/avg_reward__MIN","DQN_EQL_Bridge_2 - eval/avg_reward__MAX","DQN_EQL_Bridge_1 - eval/avg_reward","DQN_EQL_Bridge_1 - eval/avg_reward__MIN","DQN_EQL_Bridge_1 - eval/avg_reward__MAX","DQN_EQL_Bridge_0 - eval/avg_reward","DQN_EQL_Bridge_0 - eval/avg_reward__MIN","DQN_EQL_Bridge_0 - eval/avg_reward__MAX"
"3000","-100","-100","-100","-104","-104","-104","-100","-100","-100","-104","-104","-104","-100","-100","-100","-100","-100","-100","-105","-105","-105","-107","-107","-107","-106","-106","-106","-110","-110","-110","-100","-100","-100","-100","-100","-100","-107","-107","-107","-100","-100","-100","-104","-104","-104","-100","-100","-100","-104","-104","-104","-100","-100","-100","-100","-100","-100","-13","-13","-13"
"3300","-105","-105","-105","-105","-105","-105","-105","-105","-105","-104","-104","-104","-100","-100","-100","-100","-100","-100","-105","-105","-105","-107","-107","-107","-106","-106","-106","-105","-105","-105","-100","-100","-100","-100","-100","-100","-105","-105","-105","-13","-13","-13","-100","-100","-100","-108","-108","-108","-104","-104","-104","-100","-100","-100","-100","-100","-100","-100","-100","-100"
"3600","-105","-105","-105","-100","-100","-100","-100","-100","-100","-110","-110","-110","-110","-110","-110","-107","-107","-107","-105","-105","-105","-107","-107","-107","-106","-106","-106","-105","-105","-105","-105","-105","-105","-100","-100","-100","-100","-100","-100","-13","-13","-13","-105","-105","-105","-100","-100","-100","-104","-104","-104","-100","-100","-100","-100","-100","-100","-13","-13","-13"
"3900","-109","-109","-109","-105","-105","-105","-105","-105","-105","-109","-109","-109","-100","-100","-100","-106","-106","-106","-105","-105","-105","-107","-107","-107","-100","-100","-100","-105","-105","-105","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-105","-105","-105","-100","-100","-100","-104","-104","-104","-100","-100","-100","-13","-13","-13","-13","-13","-13"
"4200","-13","-13","-13","-107","-107","-107","-100","-100","-100","-100","-100","-100","-100","-100","-100","-106","-106","-106","-105","-105","-105","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-105","-105","-105","-100","-100","-100","-104","-104","-104","-100","-100","-100","-13","-13","-13","-13","-13","-13"
"4500","-13","-13","-13","-105","-105","-105","-105","-105","-105","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-108","-108","-108","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13"
"4800","-13","-13","-13","-105","-105","-105","-105","-105","-105","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-110","-110","-110","-13","-13","-13","-100","-100","-100","-100","-100","-100","-105","-105","-105","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13"
"5100","-13","-13","-13","-15","-15","-15","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-108","-108","-108","-13","-13","-13","-106","-106","-106","-100","-100","-100","-105","-105","-105","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13"
"5400","-13","-13","-13","-15","-15","-15","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13"
"5700","-13","-13","-13","-15","-15","-15","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-15","-15","-15","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-100","-100","-100"
"6000","-13","-13","-13","-15","-15","-15","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-15","-15","-15","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-100","-100","-100"
"6300","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-15","-15","-15","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100"
"6600","-13","-13","-13","-15","-15","-15","-16","-16","-16","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100"
"6900","-13","-13","-13","-15","-15","-15","-17","-17","-17","-13","-13","-13","-100","-100","-100","-14","-14","-14","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-105","-105","-105","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100"
"7200","-13","-13","-13","-15","-15","-15","-15","-15","-15","-13","-13","-13","-100","-100","-100","-14","-14","-14","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13"
"7500","-13","-13","-13","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-14","-14","-14","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-15","-15","-15","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-113","-113","-113","-13","-13","-13","-13","-13","-13"
"7800","-13","-13","-13","-15","-15","-15","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"8100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"8400","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"8700","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-15","-15","-15","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"9000","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-15","-15","-15","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"9300","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"9600","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"9900","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"10200","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"10500","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"10800","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"11100","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"11400","-13","-13","-13","-13","-13","-13","-100","-100","-100","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"11700","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"12000","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"12300","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"12600","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-105","-105","-105","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"12900","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-105","-105","-105","-13","-13","-13","-100","-100","-100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-15","-15","-15","-13","-13","-13"
"13200","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-15","-15","-15","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-14","-14","-14","-13","-13","-13","-13","-13","-13"
"13500","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"13800","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"14100","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"14400","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"14700","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"15000","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"15300","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"15600","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"15900","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"16200","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"16500","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
"16800","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13","-13"
