"Step","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","12.649025796756186","12.649025796756186","12.649025796756186","22.142586886258325","22.142586886258325","22.142586886258325","5.618534182130749","5.618534182130749","5.618534182130749","28.935697458099174","28.935697458099174","28.935697458099174","15.015048724020795","15.015048724020795","15.015048724020795","17.18041673084686","17.18041673084686","17.18041673084686","8.42488460452272","8.42488460452272","8.42488460452272","2.693117183700034","2.693117183700034","2.693117183700034","7.876533768625142","7.876533768625142","7.876533768625142","36.27183051738649","36.27183051738649","36.27183051738649","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","35.52280312107209","35.52280312107209","35.52280312107209","59.86773662977022","59.86773662977022","59.86773662977022","27.27113178491954","27.27113178491954","27.27113178491954","5.330179952372092","5.330179952372092","5.330179952372092","6.773222015587265","6.773222015587265","6.773222015587265","21.595085970059294","21.595085970059294","21.595085970059294","4.789492457319183","4.789492457319183","4.789492457319183","5.296107410047244","5.296107410047244","5.296107410047244","10.001292745829566","10.001292745829566","10.001292745829566","4.192787246518824","4.192787246518824","4.192787246518824","7.236813963804212","7.236813963804212","7.236813963804212","1.7573762859689814","1.7573762859689814","1.7573762859689814","18.554343476550123","18.554343476550123","18.554343476550123","3.969461395529284","3.969461395529284","3.969461395529284","43.65393542221257","43.65393542221257","43.65393542221257","30.572155269763982","30.572155269763982","30.572155269763982","4.266335313184328","4.266335313184328","4.266335313184328","21.810603965666438","21.810603965666438","21.810603965666438","32.19488052203094","32.19488052203094","32.19488052203094","71.27325272954722","71.27325272954722","71.27325272954722"
"8000","27.27870847230729","27.27870847230729","27.27870847230729","16.80548655175957","16.80548655175957","16.80548655175957","48.990322670873525","48.990322670873525","48.990322670873525","5.31120940664042","5.31120940664042","5.31120940664042","6.772736836477421","6.772736836477421","6.772736836477421","17.159239237796733","17.159239237796733","17.159239237796733","12.610306651989148","12.610306651989148","12.610306651989148","39.75664029000095","39.75664029000095","39.75664029000095","13.47576221114252","13.47576221114252","13.47576221114252","6.235739238957537","6.235739238957537","6.235739238957537","82.38109327373033","82.38109327373033","82.38109327373033","2.5376844191937997","2.5376844191937997","2.5376844191937997","27.163485569097624","27.163485569097624","27.163485569097624","4.88656768381508","4.88656768381508","4.88656768381508","22.69458832255504","22.69458832255504","22.69458832255504","22.281943621032767","22.281943621032767","22.281943621032767","1.9695461011994162","1.9695461011994162","1.9695461011994162","21.81057120900455","21.81057120900455","21.81057120900455","3.525767146590005","3.525767146590005","3.525767146590005","59.29311203964613","59.29311203964613","59.29311203964613"
"12000","56.11986562378013","56.11986562378013","56.11986562378013","37.87529862387927","37.87529862387927","37.87529862387927","15.749164369535299","15.749164369535299","15.749164369535299","5.3001083662007","5.3001083662007","5.3001083662007","6.773231239116041","6.773231239116041","6.773231239116041","14.630564954624123","14.630564954624123","14.630564954624123","13.884084931891465","13.884084931891465","13.884084931891465","38.60285519012044","38.60285519012044","38.60285519012044","8.159323561814006","8.159323561814006","8.159323561814006","10.813304842817397","10.813304842817397","10.813304842817397","4.0643380478507165","4.0643380478507165","4.0643380478507165","1.7103310472580033","1.7103310472580033","1.7103310472580033","41.58777721643697","41.58777721643697","41.58777721643697","4.883640002152838","4.883640002152838","4.883640002152838","20.14261849411966","20.14261849411966","20.14261849411966","23.89408915458531","23.89408915458531","23.89408915458531","2.900754402789967","2.900754402789967","2.900754402789967","21.810571763028854","21.810571763028854","21.810571763028854","2.5111596685633293","2.5111596685633293","2.5111596685633293","68.57969893205839","68.57969893205839","68.57969893205839"
"16000","43.91229106932895","43.91229106932895","43.91229106932895","28.412375940890353","28.412375940890353","28.412375940890353","13.89267523117788","13.89267523117788","13.89267523117788","5.311243287567395","5.311243287567395","5.311243287567395","6.77473482900411","6.77473482900411","6.77473482900411","28.608118971153335","28.608118971153335","28.608118971153335","70.08762791215946","70.08762791215946","70.08762791215946","46.90749818204967","46.90749818204967","46.90749818204967","9.913758146482657","9.913758146482657","9.913758146482657","13.117253491606405","13.117253491606405","13.117253491606405","53.934050373326976","53.934050373326976","53.934050373326976","1.7780797962984636","1.7780797962984636","1.7780797962984636","51.10087779088211","51.10087779088211","51.10087779088211","13.129158698979362","13.129158698979362","13.129158698979362","39.17178859670573","39.17178859670573","39.17178859670573","24.800417164424967","24.800417164424967","24.800417164424967","2.9038938207664278","2.9038938207664278","2.9038938207664278","28.522259648456462","28.522259648456462","28.522259648456462","48.495832618597284","48.495832618597284","48.495832618597284","48.964929726217335","48.964929726217335","48.964929726217335"
"20000","43.647695224299575","43.647695224299575","43.647695224299575","70.93685053747507","70.93685053747507","70.93685053747507","13.851537134664124","13.851537134664124","13.851537134664124","5.20447053741054","5.20447053741054","5.20447053741054","6.789737291588823","6.789737291588823","6.789737291588823","14.303436385606371","14.303436385606371","14.303436385606371","63.518114392971974","63.518114392971974","63.518114392971974","69.81142521020996","69.81142521020996","69.81142521020996","9.696236312312275","9.696236312312275","9.696236312312275","43.635109259068706","43.635109259068706","43.635109259068706","78.47860571496778","78.47860571496778","78.47860571496778","1.771721949504237","1.771721949504237","1.771721949504237","37.3682396219274","37.3682396219274","37.3682396219274","18.71771977559204","18.71771977559204","18.71771977559204","21.62101217534601","21.62101217534601","21.62101217534601","25.326860489576298","25.326860489576298","25.326860489576298","2.9038930715280977","2.9038930715280977","2.9038930715280977","26.457912356488162","26.457912356488162","26.457912356488162","69.35398887326612","69.35398887326612","69.35398887326612","48.59352211390753","48.59352211390753","48.59352211390753"
"24000","42.931761565812025","42.931761565812025","42.931761565812025","25.758682292659035","25.758682292659035","25.758682292659035","13.546640244670291","13.546640244670291","13.546640244670291","5.261261426927652","5.261261426927652","5.261261426927652","6.908722506057456","6.908722506057456","6.908722506057456","12.771602049280727","12.771602049280727","12.771602049280727","64.64485081325743","64.64485081325743","64.64485081325743","72.46268114132721","72.46268114132721","72.46268114132721","60.27995961868983","60.27995961868983","60.27995961868983","43.385276969005105","43.385276969005105","43.385276969005105","84.1343636642993","84.1343636642993","84.1343636642993","1.7199067260853673","1.7199067260853673","1.7199067260853673","50.665927551089645","50.665927551089645","50.665927551089645","17.170664773592158","17.170664773592158","17.170664773592158","14.828032820549343","14.828032820549343","14.828032820549343","27.969836529723295","27.969836529723295","27.969836529723295","2.9038938389450197","2.9038938389450197","2.9038938389450197","28.84047486972738","28.84047486972738","28.84047486972738","69.18284919502335","69.18284919502335","69.18284919502335","44.95734892661695","44.95734892661695","44.95734892661695"
"28000","43.496766751446316","43.496766751446316","43.496766751446316","34.37901374411932","34.37901374411932","34.37901374411932","12.97633668058296","12.97633668058296","12.97633668058296","19.145705090517527","19.145705090517527","19.145705090517527","6.7767337442696345","6.7767337442696345","6.7767337442696345","11.952403933085158","11.952403933085158","11.952403933085158","23.059868791848075","23.059868791848075","23.059868791848075","88.8441052383542","88.8441052383542","88.8441052383542","98.1725354793318","98.1725354793318","98.1725354793318","57.154286012095405","57.154286012095405","57.154286012095405","38.717596721390706","38.717596721390706","38.717596721390706","1.7542590278679462","1.7542590278679462","1.7542590278679462","51.94131028157015","51.94131028157015","51.94131028157015","67.30311093132696","67.30311093132696","67.30311093132696","47.37808806262413","47.37808806262413","47.37808806262413","25.07362236934071","25.07362236934071","25.07362236934071","2.9038975328623584","2.9038975328623584","2.9038975328623584","24.17046311776836","24.17046311776836","24.17046311776836","69.37934838256186","69.37934838256186","69.37934838256186","37.007896012695284","37.007896012695284","37.007896012695284"
"32000","65.59393389193858","65.59393389193858","65.59393389193858","29.91775324860153","29.91775324860153","29.91775324860153","11.975320790093315","11.975320790093315","11.975320790093315","9.581967216388698","9.581967216388698","9.581967216388698","6.778393866716558","6.778393866716558","6.778393866716558","41.3786446831068","41.3786446831068","41.3786446831068","35.05175794225908","35.05175794225908","35.05175794225908","77.86918947426598","77.86918947426598","77.86918947426598","116.21463186826172","116.21463186826172","116.21463186826172","38.149662153667634","38.149662153667634","38.149662153667634","135.81305449150133","135.81305449150133","135.81305449150133","1.7099851912300152","1.7099851912300152","1.7099851912300152","35.83715628083523","35.83715628083523","35.83715628083523","19.029421814092682","19.029421814092682","19.029421814092682","51.48925044323897","51.48925044323897","51.48925044323897","25.619121829802584","25.619121829802584","25.619121829802584","2.688935227000375","2.688935227000375","2.688935227000375","25.538122112011372","25.538122112011372","25.538122112011372","68.70495261574378","68.70495261574378","68.70495261574378","21.757298177465284","21.757298177465284","21.757298177465284"
"36000","80.6837904036352","80.6837904036352","80.6837904036352","63.32260385456932","63.32260385456932","63.32260385456932","14.433884470424877","14.433884470424877","14.433884470424877","3.9370037585478292","3.9370037585478292","3.9370037585478292","6.8527048292026835","6.8527048292026835","6.8527048292026835","21.783676302878867","21.783676302878867","21.783676302878867","40.293695046066865","40.293695046066865","40.293695046066865","78.2002269583368","78.2002269583368","78.2002269583368","155.11760122753054","155.11760122753054","155.11760122753054","42.50204468386435","42.50204468386435","42.50204468386435","135.07736205755006","135.07736205755006","135.07736205755006","1.710127468155233","1.710127468155233","1.710127468155233","34.67551961147356","34.67551961147356","34.67551961147356","49.65491204989172","49.65491204989172","49.65491204989172","51.007022054725624","51.007022054725624","51.007022054725624","25.63291032719446","25.63291032719446","25.63291032719446","3.6613295929574656","3.6613295929574656","3.6613295929574656","29.860675475265488","29.860675475265488","29.860675475265488","68.36541691642121","68.36541691642121","68.36541691642121","12.098298054593196","12.098298054593196","12.098298054593196"
