"Step","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_EQL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","12.649025796756186","12.649025796756186","12.649025796756186","22.142586886258325","22.142586886258325","22.142586886258325","5.618534182130749","5.618534182130749","5.618534182130749","28.935697458099174","28.935697458099174","28.935697458099174","15.015048724020795","15.015048724020795","15.015048724020795","17.18041673084686","17.18041673084686","17.18041673084686","8.42488460452272","8.42488460452272","8.42488460452272","2.693117183700034","2.693117183700034","2.693117183700034","7.876533768625142","7.876533768625142","7.876533768625142","36.27183051738649","36.27183051738649","36.27183051738649","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","29.715368743200013","29.715368743200013","29.715368743200013","9.976991924644128","9.976991924644128","9.976991924644128","3.7867751341467057","3.7867751341467057","3.7867751341467057","2.0216344885800313","2.0216344885800313","2.0216344885800313","5.290518557432203","5.290518557432203","5.290518557432203","5.332004696849656","5.332004696849656","5.332004696849656","5.713001764138083","5.713001764138083","5.713001764138083","14.061760332307486","14.061760332307486","14.061760332307486","26.99922441712521","26.99922441712521","26.99922441712521","8.466827721105222","8.466827721105222","8.466827721105222","5.687152948916085","5.687152948916085","5.687152948916085","1.6286824738062986","1.6286824738062986","1.6286824738062986","17.341707942000408","17.341707942000408","17.341707942000408","2.5132722155289215","2.5132722155289215","2.5132722155289215","8.908576272804325","8.908576272804325","8.908576272804325","2.44952649697158","2.44952649697158","2.44952649697158","5.321128619986738","5.321128619986738","5.321128619986738","41.45755119008785","41.45755119008785","41.45755119008785","5.242579040369376","5.242579040369376","5.242579040369376","3.1170844844999026","3.1170844844999026","3.1170844844999026"
"8000","18.833867760367635","18.833867760367635","18.833867760367635","10.36466960838604","10.36466960838604","10.36466960838604","3.46335343034616","3.46335343034616","3.46335343034616","1.5818929143052394","1.5818929143052394","1.5818929143052394","5.290519366524746","5.290519366524746","5.290519366524746","21.787441262961856","21.787441262961856","21.787441262961856","29.115595946882685","29.115595946882685","29.115595946882685","36.96542332870428","36.96542332870428","36.96542332870428","27.208572381919907","27.208572381919907","27.208572381919907","30.38061044740531","30.38061044740531","30.38061044740531","5.030547899239726","5.030547899239726","5.030547899239726","6.772704989965499","6.772704989965499","6.772704989965499","17.72643299024152","17.72643299024152","17.72643299024152","23.50595016611996","23.50595016611996","23.50595016611996","8.844080087737705","8.844080087737705","8.844080087737705","2.7124130642180786","2.7124130642180786","2.7124130642180786","8.647609985651378","8.647609985651378","8.647609985651378","5.721467633614583","5.721467633614583","5.721467633614583","4.129307050108255","4.129307050108255","4.129307050108255","18.83371761675047","18.83371761675047","18.83371761675047"
"12000","4.34066486920867","4.34066486920867","4.34066486920867","21.760786380135436","21.760786380135436","21.760786380135436","8.654719600289688","8.654719600289688","8.654719600289688","2.8996893811025783","2.8996893811025783","2.8996893811025783","2.0049851824538587","2.0049851824538587","2.0049851824538587","9.605033899488099","9.605033899488099","9.605033899488099","14.438682546038137","14.438682546038137","14.438682546038137","20.69880337836396","20.69880337836396","20.69880337836396","26.46090407748066","26.46090407748066","26.46090407748066","20.87253342372805","20.87253342372805","20.87253342372805","3.2751283070239445","3.2751283070239445","3.2751283070239445","6.956939872740944","6.956939872740944","6.956939872740944","19.445097661999156","19.445097661999156","19.445097661999156","25.737554869195662","25.737554869195662","25.737554869195662","8.60488906892804","8.60488906892804","8.60488906892804","8.820986055804763","8.820986055804763","8.820986055804763","8.698177203265569","8.698177203265569","8.698177203265569","8.597801464375511","8.597801464375511","8.597801464375511","7.572263015632002","7.572263015632002","7.572263015632002","2.472760417517567","2.472760417517567","2.472760417517567"
"16000","50.214415870476316","50.214415870476316","50.214415870476316","21.335198869794194","21.335198869794194","21.335198869794194","9.131356096010986","9.131356096010986","9.131356096010986","44.26920843987967","44.26920843987967","44.26920843987967","2.1413331718894915","2.1413331718894915","2.1413331718894915","17.150334404051723","17.150334404051723","17.150334404051723","20.646427997144485","20.646427997144485","20.646427997144485","11.578159134990077","11.578159134990077","11.578159134990077","4.601065878229659","4.601065878229659","4.601065878229659","46.152162317403864","46.152162317403864","46.152162317403864","2.6383786269636684","2.6383786269636684","2.6383786269636684","7.016823398645572","7.016823398645572","7.016823398645572","16.437137618947098","16.437137618947098","16.437137618947098","17.91025002003483","17.91025002003483","17.91025002003483","8.586078441718815","8.586078441718815","8.586078441718815","5.560156525438269","5.560156525438269","5.560156525438269","44.4700096949766","44.4700096949766","44.4700096949766","10.4825672068068","10.4825672068068","10.4825672068068","33.7605281689579","33.7605281689579","33.7605281689579","2.8753357580290606","2.8753357580290606","2.8753357580290606"
"20000","107.74445384570451","107.74445384570451","107.74445384570451","34.52832114077841","34.52832114077841","34.52832114077841","5.055202216048315","5.055202216048315","5.055202216048315","17.93356536486812","17.93356536486812","17.93356536486812","2.5712631690326013","2.5712631690326013","2.5712631690326013","17.148594354728658","17.148594354728658","17.148594354728658","50.78504489441942","50.78504489441942","50.78504489441942","25.39161165562643","25.39161165562643","25.39161165562643","25.605979588250875","25.605979588250875","25.605979588250875","53.79648158119126","53.79648158119126","53.79648158119126","4.026650843682029","4.026650843682029","4.026650843682029","7.3112296215049195","7.3112296215049195","7.3112296215049195","19.99264332069605","19.99264332069605","19.99264332069605","22.267899298285734","22.267899298285734","22.267899298285734","8.757407499348725","8.757407499348725","8.757407499348725","3.2681878873006034","3.2681878873006034","3.2681878873006034","86.80467255198693","86.80467255198693","86.80467255198693","19.681861771481966","19.681861771481966","19.681861771481966","67.87738348619874","67.87738348619874","67.87738348619874","12.901438756224232","12.901438756224232","12.901438756224232"
"24000","55.68924084957753","55.68924084957753","55.68924084957753","32.573655937922055","32.573655937922055","32.573655937922055","5.197218078267493","5.197218078267493","5.197218078267493","22.328426023154652","22.328426023154652","22.328426023154652","2.5704789120172893","2.5704789120172893","2.5704789120172893","34.65280137708523","34.65280137708523","34.65280137708523","58.33538196394399","58.33538196394399","58.33538196394399","35.67131412442911","35.67131412442911","35.67131412442911","26.52945093993348","26.52945093993348","26.52945093993348","31.828131060158558","31.828131060158558","31.828131060158558","1.212855344352395","1.212855344352395","1.212855344352395","7.412268996319329","7.412268996319329","7.412268996319329","9.330926643203364","9.330926643203364","9.330926643203364","27.174863732219286","27.174863732219286","27.174863732219286","33.46646666746401","33.46646666746401","33.46646666746401","27.014465963794372","27.014465963794372","27.014465963794372","48.82443577345276","48.82443577345276","48.82443577345276","45.35102112763762","45.35102112763762","45.35102112763762","86.27466403408219","86.27466403408219","86.27466403408219","72.67835510958173","72.67835510958173","72.67835510958173"
"28000","48.5861993529122","48.5861993529122","48.5861993529122","47.686417538267946","47.686417538267946","47.686417538267946","4.717789778746683","4.717789778746683","4.717789778746683","37.65453589304772","37.65453589304772","37.65453589304772","2.3544122464894155","2.3544122464894155","2.3544122464894155","35.405217447815616","35.405217447815616","35.405217447815616","64.14500885068966","64.14500885068966","64.14500885068966","22.92897819762657","22.92897819762657","22.92897819762657","26.10749629534136","26.10749629534136","26.10749629534136","43.113908350617784","43.113908350617784","43.113908350617784","4.30522735446684","4.30522735446684","4.30522735446684","29.823771311474786","29.823771311474786","29.823771311474786","17.2054216854602","17.2054216854602","17.2054216854602","42.03495947244796","42.03495947244796","42.03495947244796","58.3141257491631","58.3141257491631","58.3141257491631","48.01735313864182","48.01735313864182","48.01735313864182","78.24294909671785","78.24294909671785","78.24294909671785","9.224028962097957","9.224028962097957","9.224028962097957","89.62995600813059","89.62995600813059","89.62995600813059","68.94150942024298","68.94150942024298","68.94150942024298"
"32000","55.80738817226096","55.80738817226096","55.80738817226096","20.873038137737247","20.873038137737247","20.873038137737247","6.296520428787854","6.296520428787854","6.296520428787854","64.38628908305654","64.38628908305654","64.38628908305654","2.9698874258681753","2.9698874258681753","2.9698874258681753","50.8032182836137","50.8032182836137","50.8032182836137","65.29060039991666","65.29060039991666","65.29060039991666","35.59196932295272","35.59196932295272","35.59196932295272","57.177174695879486","57.177174695879486","57.177174695879486","33.287416764778335","33.287416764778335","33.287416764778335","3.126895420146715","3.126895420146715","3.126895420146715","40.347048208359546","40.347048208359546","40.347048208359546","17.85027887090331","17.85027887090331","17.85027887090331","21.571855942225568","21.571855942225568","21.571855942225568","66.36532043127242","66.36532043127242","66.36532043127242","48.991410220177364","48.991410220177364","48.991410220177364","73.25282898637002","73.25282898637002","73.25282898637002","27.86233098194212","27.86233098194212","27.86233098194212","93.74471904419553","93.74471904419553","93.74471904419553","20.094683503979883","20.094683503979883","20.094683503979883"
"36000","108.06453262961004","108.06453262961004","108.06453262961004","13.160738629124344","13.160738629124344","13.160738629124344","6.516580741620965","6.516580741620965","6.516580741620965","72.329143127882","72.329143127882","72.329143127882","6.566275342716094","6.566275342716094","6.566275342716094","37.65159316430125","37.65159316430125","37.65159316430125","64.55674719705671","64.55674719705671","64.55674719705671","56.204236509398015","56.204236509398015","56.204236509398015","72.8975986688208","72.8975986688208","72.8975986688208","28.994437803523518","28.994437803523518","28.994437803523518","36.32711883523664","36.32711883523664","36.32711883523664","43.168481856473804","43.168481856473804","43.168481856473804","25.801847051290554","25.801847051290554","25.801847051290554","25.22156367193318","25.22156367193318","25.22156367193318","90.43618536735222","90.43618536735222","90.43618536735222","8.028998076699185","8.028998076699185","8.028998076699185","15.144054367188962","15.144054367188962","15.144054367188962","10.826154039096403","10.826154039096403","10.826154039096403","130.9928182593639","130.9928182593639","130.9928182593639","17.227399496270117","17.227399496270117","17.227399496270117"
