"Step","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","12.649025796756186","12.649025796756186","12.649025796756186","22.142586886258325","22.142586886258325","22.142586886258325","5.618534182130749","5.618534182130749","5.618534182130749","28.935697458099174","28.935697458099174","28.935697458099174","15.015048724020795","15.015048724020795","15.015048724020795","17.18041673084686","17.18041673084686","17.18041673084686","8.42488460452272","8.42488460452272","8.42488460452272","2.693117183700034","2.693117183700034","2.693117183700034","7.876533768625142","7.876533768625142","7.876533768625142","36.27183051738649","36.27183051738649","36.27183051738649","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","82.19398245341586","82.19398245341586","82.19398245341586","19.425422192503554","19.425422192503554","19.425422192503554","5.467251703495209","5.467251703495209","5.467251703495209","13.435789300358289","13.435789300358289","13.435789300358289","29.195406205208418","29.195406205208418","29.195406205208418","15.727897642503109","15.727897642503109","15.727897642503109","29.5504314499051","29.5504314499051","29.5504314499051","11.16401289279714","11.16401289279714","11.16401289279714","16.28893587893081","16.28893587893081","16.28893587893081","33.71110371090118","33.71110371090118","33.71110371090118","12.336912844570975","12.336912844570975","12.336912844570975","23.13360179169195","23.13360179169195","23.13360179169195","26.93245398135819","26.93245398135819","26.93245398135819","4.374433899896832","4.374433899896832","4.374433899896832","29.945993829765257","29.945993829765257","29.945993829765257","1.6574000485013478","1.6574000485013478","1.6574000485013478","41.8050989177443","41.8050989177443","41.8050989177443","36.74816404437106","36.74816404437106","36.74816404437106","7.425917253306911","7.425917253306911","7.425917253306911","117.78527754458415","117.78527754458415","117.78527754458415"
"8000","113.92573679850992","113.92573679850992","113.92573679850992","3.864671482615796","3.864671482615796","3.864671482615796","29.96490239137417","29.96490239137417","29.96490239137417","13.48639272584945","13.48639272584945","13.48639272584945","41.044763136949115","41.044763136949115","41.044763136949115","15.281038967700875","15.281038967700875","15.281038967700875","80.89603681170853","80.89603681170853","80.89603681170853","7.502513709943017","7.502513709943017","7.502513709943017","16.79895769658923","16.79895769658923","16.79895769658923","44.01655330245374","44.01655330245374","44.01655330245374","1.4585237390772356","1.4585237390772356","1.4585237390772356","24.30387573104571","24.30387573104571","24.30387573104571","44.08245828305855","44.08245828305855","44.08245828305855","4.374434086079444","4.374434086079444","4.374434086079444","29.945939278217033","29.945939278217033","29.945939278217033","2.01510867543695","2.01510867543695","2.01510867543695","22.178689979393834","22.178689979393834","22.178689979393834","44.39822708560972","44.39822708560972","44.39822708560972","30.40689388647444","30.40689388647444","30.40689388647444","31.30193601719525","31.30193601719525","31.30193601719525"
"12000","86.26895062290181","86.26895062290181","86.26895062290181","2.488841302955191","2.488841302955191","2.488841302955191","57.80129747229948","57.80129747229948","57.80129747229948","48.208578569346024","48.208578569346024","48.208578569346024","40.933091504550035","40.933091504550035","40.933091504550035","29.69106981055978","29.69106981055978","29.69106981055978","81.7901885147506","81.7901885147506","81.7901885147506","16.22002900567223","16.22002900567223","16.22002900567223","12.389847031625482","12.389847031625482","12.389847031625482","39.3795991073187","39.3795991073187","39.3795991073187","5.665572978850672","5.665572978850672","5.665572978850672","48.527365662343925","48.527365662343925","48.527365662343925","43.44182218567788","43.44182218567788","43.44182218567788","12.604655252812169","12.604655252812169","12.604655252812169","29.94602527452746","29.94602527452746","29.94602527452746","6.37654088020623","6.37654088020623","6.37654088020623","10.05857657632387","10.05857657632387","10.05857657632387","80.3130262483821","80.3130262483821","80.3130262483821","42.47639751638527","42.47639751638527","42.47639751638527","23.960144592304434","23.960144592304434","23.960144592304434"
"16000","86.49267742812518","86.49267742812518","86.49267742812518","9.207772921395062","9.207772921395062","9.207772921395062","62.33016922791474","62.33016922791474","62.33016922791474","48.10248587470718","48.10248587470718","48.10248587470718","53.77425551115132","53.77425551115132","53.77425551115132","32.68134888786933","32.68134888786933","32.68134888786933","82.03211445920884","82.03211445920884","82.03211445920884","70.06764988388802","70.06764988388802","70.06764988388802","11.258653128757725","11.258653128757725","11.258653128757725","33.754466071279786","33.754466071279786","33.754466071279786","5.477050841991843","5.477050841991843","5.477050841991843","95.2774046363238","95.2774046363238","95.2774046363238","44.646641365222784","44.646641365222784","44.646641365222784","3.360292608867291","3.360292608867291","3.360292608867291","29.94602542518882","29.94602542518882","29.94602542518882","11.567586379740364","11.567586379740364","11.567586379740364","69.80808308068343","69.80808308068343","69.80808308068343","90.65062916248442","90.65062916248442","90.65062916248442","55.48391078951992","55.48391078951992","55.48391078951992","30.92657613903574","30.92657613903574","30.92657613903574"
"20000","191.80504496012662","191.80504496012662","191.80504496012662","12.958828183181803","12.958828183181803","12.958828183181803","36.21462702671297","36.21462702671297","36.21462702671297","49.670748315202616","49.670748315202616","49.670748315202616","53.774255016022344","53.774255016022344","53.774255016022344","50.8718616365277","50.8718616365277","50.8718616365277","82.00945938334434","82.00945938334434","82.00945938334434","76.54603921017726","76.54603921017726","76.54603921017726","15.000609985399882","15.000609985399882","15.000609985399882","32.47921025576407","32.47921025576407","32.47921025576407","5.545794458702077","5.545794458702077","5.545794458702077","82.65395972409843","82.65395972409843","82.65395972409843","44.369974058842764","44.369974058842764","44.369974058842764","19.431372048927905","19.431372048927905","19.431372048927905","32.00341540335459","32.00341540335459","32.00341540335459","7.884492378909147","7.884492378909147","7.884492378909147","8.194962066888971","8.194962066888971","8.194962066888971","97.26074223648736","97.26074223648736","97.26074223648736","56.07382811941615","56.07382811941615","56.07382811941615","74.27075472059747","74.27075472059747","74.27075472059747"
"24000","202.20609964988859","202.20609964988859","202.20609964988859","9.930457481577353","9.930457481577353","9.930457481577353","28.31586770641676","28.31586770641676","28.31586770641676","84.25444333164232","84.25444333164232","84.25444333164232","54.17746610758758","54.17746610758758","54.17746610758758","55.43523220212569","55.43523220212569","55.43523220212569","94.3437960157677","94.3437960157677","94.3437960157677","96.52416288352461","96.52416288352461","96.52416288352461","19.005203418288005","19.005203418288005","19.005203418288005","31.49667279962415","31.49667279962415","31.49667279962415","5.79347316839182","5.79347316839182","5.79347316839182","126.89640421061522","126.89640421061522","126.89640421061522","48.66967506222714","48.66967506222714","48.66967506222714","18.719565228850335","18.719565228850335","18.719565228850335","32.003555905034375","32.003555905034375","32.003555905034375","14.515738607219774","14.515738607219774","14.515738607219774","42.10228326651953","42.10228326651953","42.10228326651953","91.84184917179229","91.84184917179229","91.84184917179229","58.42364919662697","58.42364919662697","58.42364919662697","72.45516215486124","72.45516215486124","72.45516215486124"
"28000","192.77183635308558","192.77183635308558","192.77183635308558","53.97529564920512","53.97529564920512","53.97529564920512","48.455924262941394","48.455924262941394","48.455924262941394","70.0123142120726","70.0123142120726","70.0123142120726","68.7091064821711","68.7091064821711","68.7091064821711","111.54851795056625","111.54851795056625","111.54851795056625","72.01375094367222","72.01375094367222","72.01375094367222","87.98757974537548","87.98757974537548","87.98757974537548","20.727098457785324","20.727098457785324","20.727098457785324","47.240708047088376","47.240708047088376","47.240708047088376","5.648385752655471","5.648385752655471","5.648385752655471","95.18834011247372","95.18834011247372","95.18834011247372","48.76887879413816","48.76887879413816","48.76887879413816","21.13440597115709","21.13440597115709","21.13440597115709","30.79547944134895","30.79547944134895","30.79547944134895","6.861508560121479","6.861508560121479","6.861508560121479","79.49701556391315","79.49701556391315","79.49701556391315","90.49054312009304","90.49054312009304","90.49054312009304","81.32354995431439","81.32354995431439","81.32354995431439","68.38585101198422","68.38585101198422","68.38585101198422"
"32000","190.95226386140513","190.95226386140513","190.95226386140513","57.775913434382275","57.775913434382275","57.775913434382275","82.40519878115767","82.40519878115767","82.40519878115767","72.24437257175309","72.24437257175309","72.24437257175309","58.04857689970753","58.04857689970753","58.04857689970753","92.27772744719262","92.27772744719262","92.27772744719262","85.96430964758274","85.96430964758274","85.96430964758274","92.07067421722253","92.07067421722253","92.07067421722253","20.779896001033723","20.779896001033723","20.779896001033723","46.511790288784766","46.511790288784766","46.511790288784766","19.87062016957962","19.87062016957962","19.87062016957962","115.07762723355124","115.07762723355124","115.07762723355124","71.38115919704336","71.38115919704336","71.38115919704336","45.04558500601504","45.04558500601504","45.04558500601504","30.797127994812012","30.797127994812012","30.797127994812012","21.631648226400014","21.631648226400014","21.631648226400014","69.79772970012154","69.79772970012154","69.79772970012154","101.76135776045855","101.76135776045855","101.76135776045855","76.4596976950143","76.4596976950143","76.4596976950143","57.56155808408276","57.56155808408276","57.56155808408276"
"36000","199.97877476019565","199.97877476019565","199.97877476019565","75.13496625444922","75.13496625444922","75.13496625444922","86.26620202328768","86.26620202328768","86.26620202328768","65.52948306583323","65.52948306583323","65.52948306583323","58.04859141682309","58.04859141682309","58.04859141682309","88.55294828662565","88.55294828662565","88.55294828662565","96.70531591481321","96.70531591481321","96.70531591481321","84.2837609512965","84.2837609512965","84.2837609512965","20.83711081128693","20.83711081128693","20.83711081128693","51.82273199453882","51.82273199453882","51.82273199453882","9.492290008464455","9.492290008464455","9.492290008464455","83.84242147876844","83.84242147876844","83.84242147876844","72.59887114660168","72.59887114660168","72.59887114660168","46.61756675504789","46.61756675504789","46.61756675504789","30.99876126674575","30.99876126674575","30.99876126674575","21.633152881779317","21.633152881779317","21.633152881779317","71.37072743384198","71.37072743384198","71.37072743384198","108.92721820354784","108.92721820354784","108.92721820354784","79.17685935868562","79.17685935868562","79.17685935868562","104.00509950709434","104.00509950709434","104.00509950709434"
