"Step","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_TempoRL_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.80951473146576","16.80951473146576","16.80951473146576","13.788447224985044","13.788447224985044","13.788447224985044","42.299381200309384","42.299381200309384","42.299381200309384","4.53764197294319","4.53764197294319","4.53764197294319","2.7113472675460186","2.7113472675460186","2.7113472675460186","13.96168542746552","13.96168542746552","13.96168542746552","6.525772680379954","6.525772680379954","6.525772680379954","4.723462580267801","4.723462580267801","4.723462580267801","12.649025796756186","12.649025796756186","12.649025796756186","22.142586886258325","22.142586886258325","22.142586886258325","5.618534182130749","5.618534182130749","5.618534182130749","28.935697458099174","28.935697458099174","28.935697458099174","15.015048724020795","15.015048724020795","15.015048724020795","17.18041673084686","17.18041673084686","17.18041673084686","8.42488460452272","8.42488460452272","8.42488460452272","2.693117183700034","2.693117183700034","2.693117183700034","7.876533768625142","7.876533768625142","7.876533768625142","36.27183051738649","36.27183051738649","36.27183051738649","4.327886977974736","4.327886977974736","4.327886977974736","2.95754412605061","2.95754412605061","2.95754412605061"
"4000","4.709850436874542","4.709850436874542","4.709850436874542","8.896129223981918","8.896129223981918","8.896129223981918","4.132302809135391","4.132302809135391","4.132302809135391","21.670285716284898","21.670285716284898","21.670285716284898","2.5015022888112055","2.5015022888112055","2.5015022888112055","33.52623068783562","33.52623068783562","33.52623068783562","3.218183424995351","3.218183424995351","3.218183424995351","24.355029805823282","24.355029805823282","24.355029805823282","26.76048578777258","26.76048578777258","26.76048578777258","5.799907720158442","5.799907720158442","5.799907720158442","1.3444875454439056","1.3444875454439056","1.3444875454439056","25.336216894469537","25.336216894469537","25.336216894469537","25.64609374740083","25.64609374740083","25.64609374740083","4.24694485987789","4.24694485987789","4.24694485987789","15.637463837601496","15.637463837601496","15.637463837601496","1.806189648840577","1.806189648840577","1.806189648840577","2.3145931419349277","2.3145931419349277","2.3145931419349277","13.734512047207868","13.734512047207868","13.734512047207868","15.607632580117103","15.607632580117103","15.607632580117103","8.552054263989046","8.552054263989046","8.552054263989046"
"8000","19.512637804631932","19.512637804631932","19.512637804631932","29.115598597467123","29.115598597467123","29.115598597467123","3.4467903963712674","3.4467903963712674","3.4467903963712674","3.4082635669639165","3.4082635669639165","3.4082635669639165","2.054972989236814","2.054972989236814","2.054972989236814","21.538897791203077","21.538897791203077","21.538897791203077","7.5390602232234185","7.5390602232234185","7.5390602232234185","11.875490184352262","11.875490184352262","11.875490184352262","27.23328251348612","27.23328251348612","27.23328251348612","7.9151135986410806","7.9151135986410806","7.9151135986410806","0.9409942723479409","0.9409942723479409","0.9409942723479409","20.801580286789584","20.801580286789584","20.801580286789584","30.291663679466854","30.291663679466854","30.291663679466854","7.026871299169635","7.026871299169635","7.026871299169635","8.81682334847613","8.81682334847613","8.81682334847613","1.2938578307544726","1.2938578307544726","1.2938578307544726","1.8955328720575075","1.8955328720575075","1.8955328720575075","14.827112775776204","14.827112775776204","14.827112775776204","5.135842272738715","5.135842272738715","5.135842272738715","44.934339755769294","44.934339755769294","44.934339755769294"
"12000","17.0228375413908","17.0228375413908","17.0228375413908","26.9642846487621","26.9642846487621","26.9642846487621","7.725187829333976","7.725187829333976","7.725187829333976","4.127657701922539","4.127657701922539","4.127657701922539","2.054512471958281","2.054512471958281","2.054512471958281","17.75345818190872","17.75345818190872","17.75345818190872","12.245390657080856","12.245390657080856","12.245390657080856","11.847475575506099","11.847475575506099","11.847475575506099","27.994955428300813","27.994955428300813","27.994955428300813","28.31112125628774","28.31112125628774","28.31112125628774","0.940990839331788","0.940990839331788","0.940990839331788","45.02644838434331","45.02644838434331","45.02644838434331","31.71157456346384","31.71157456346384","31.71157456346384","6.212852643168572","6.212852643168572","6.212852643168572","3.7408526790393566","3.7408526790393566","3.7408526790393566","1.5286772805873856","1.5286772805873856","1.5286772805873856","18.229826493814134","18.229826493814134","18.229826493814134","60.47165452800973","60.47165452800973","60.47165452800973","38.80331315560811","38.80331315560811","38.80331315560811","43.640026645049986","43.640026645049986","43.640026645049986"
"16000","19.65147647955393","19.65147647955393","19.65147647955393","47.24099832726544","47.24099832726544","47.24099832726544","12.095010901863953","12.095010901863953","12.095010901863953","3.6248798644603903","3.6248798644603903","3.6248798644603903","35.709568349991216","35.709568349991216","35.709568349991216","22.273552067047635","22.273552067047635","22.273552067047635","13.966599440205712","13.966599440205712","13.966599440205712","12.387816779679792","12.387816779679792","12.387816779679792","10.725687948584618","10.725687948584618","10.725687948584618","41.98277945806984","41.98277945806984","41.98277945806984","1.0429310211950495","1.0429310211950495","1.0429310211950495","49.303307753627806","49.303307753627806","49.303307753627806","20.11525234659269","20.11525234659269","20.11525234659269","8.678336598839861","8.678336598839861","8.678336598839861","4.530922111173121","4.530922111173121","4.530922111173121","2.4483259766944685","2.4483259766944685","2.4483259766944685","29.20034251322167","29.20034251322167","29.20034251322167","71.02906623097539","71.02906623097539","71.02906623097539","39.576156191171776","39.576156191171776","39.576156191171776","59.209792238035845","59.209792238035845","59.209792238035845"
"20000","19.23001496549684","19.23001496549684","19.23001496549684","59.86572420596043","59.86572420596043","59.86572420596043","10.024955702029057","10.024955702029057","10.024955702029057","3.9616900714642336","3.9616900714642336","3.9616900714642336","2.004984726206724","2.004984726206724","2.004984726206724","24.098948821850122","24.098948821850122","24.098948821850122","21.668635590524723","21.668635590524723","21.668635590524723","48.10797773026004","48.10797773026004","48.10797773026004","10.767452316868187","10.767452316868187","10.767452316868187","47.67037804184317","47.67037804184317","47.67037804184317","1.6013807442284098","1.6013807442284098","1.6013807442284098","33.53681513320041","33.53681513320041","33.53681513320041","8.217131996876823","8.217131996876823","8.217131996876823","9.607292299842525","9.607292299842525","9.607292299842525","15.119848300234096","15.119848300234096","15.119848300234096","6.862422066466171","6.862422066466171","6.862422066466171","32.664817481610115","32.664817481610115","32.664817481610115","89.73432798676683","89.73432798676683","89.73432798676683","38.66597627924225","38.66597627924225","38.66597627924225","24.55489146430451","24.55489146430451","24.55489146430451"
"24000","18.620337436469804","18.620337436469804","18.620337436469804","77.28722767051472","77.28722767051472","77.28722767051472","9.492255507630997","9.492255507630997","9.492255507630997","23.79060433740076","23.79060433740076","23.79060433740076","2.0049922378533305","2.0049922378533305","2.0049922378533305","16.16306756173582","16.16306756173582","16.16306756173582","18.052103463689186","18.052103463689186","18.052103463689186","47.00451735425171","47.00451735425171","47.00451735425171","20.522983225731217","20.522983225731217","20.522983225731217","47.74966796226139","47.74966796226139","47.74966796226139","1.5454203588991284","1.5454203588991284","1.5454203588991284","34.01200270464988","34.01200270464988","34.01200270464988","32.37112148019479","32.37112148019479","32.37112148019479","12.273352233973506","12.273352233973506","12.273352233973506","122.04811691220621","122.04811691220621","122.04811691220621","19.766807655403845","19.766807655403845","19.766807655403845","17.707606730220373","17.707606730220373","17.707606730220373","107.54741191790602","107.54741191790602","107.54741191790602","35.70393029092089","35.70393029092089","35.70393029092089","65.10914747099267","65.10914747099267","65.10914747099267"
"28000","19.667111097174264","19.667111097174264","19.667111097174264","59.339227976266656","59.339227976266656","59.339227976266656","9.839581352657843","9.839581352657843","9.839581352657843","23.79214050890646","23.79214050890646","23.79214050890646","5.290518945517357","5.290518945517357","5.290518945517357","15.104577733707075","15.104577733707075","15.104577733707075","30.778280831539433","30.778280831539433","30.778280831539433","61.455376840444806","61.455376840444806","61.455376840444806","31.92464273969717","31.92464273969717","31.92464273969717","45.0892623134852","45.0892623134852","45.0892623134852","1.6795941305218203","1.6795941305218203","1.6795941305218203","34.21432146222493","34.21432146222493","34.21432146222493","31.79402517116764","31.79402517116764","31.79402517116764","24.60849103900386","24.60849103900386","24.60849103900386","110.11941838105236","110.11941838105236","110.11941838105236","20.2235587883114","20.2235587883114","20.2235587883114","40.92885908807325","40.92885908807325","40.92885908807325","92.5702741278053","92.5702741278053","92.5702741278053","35.744425675694984","35.744425675694984","35.744425675694984","83.39718231743542","83.39718231743542","83.39718231743542"
"32000","18.780098520417113","18.780098520417113","18.780098520417113","92.2975472840612","92.2975472840612","92.2975472840612","7.3027949233869744","7.3027949233869744","7.3027949233869744","23.796290512893144","23.796290512893144","23.796290512893144","5.290517846116425","5.290517846116425","5.290517846116425","14.114597020143236","14.114597020143236","14.114597020143236","54.75385006755048","54.75385006755048","54.75385006755048","57.268690383688394","57.268690383688394","57.268690383688394","35.25773525208651","35.25773525208651","35.25773525208651","62.806328462487784","62.806328462487784","62.806328462487784","2.6327259567881347","2.6327259567881347","2.6327259567881347","33.43593593986186","33.43593593986186","33.43593593986186","46.969619239775184","46.969619239775184","46.969619239775184","39.97550651230204","39.97550651230204","39.97550651230204","110.89055252052012","110.89055252052012","110.89055252052012","24.594798600956572","24.594798600956572","24.594798600956572","36.469102854249705","36.469102854249705","36.469102854249705","54.19287265657573","54.19287265657573","54.19287265657573","34.078286733602866","34.078286733602866","34.078286733602866","93.36503437048015","93.36503437048015","93.36503437048015"
"36000","19.76739494662008","19.76739494662008","19.76739494662008","87.90643753229747","87.90643753229747","87.90643753229747","6.245542741945207","6.245542741945207","6.245542741945207","23.960395602272634","23.960395602272634","23.960395602272634","5.29051783808326","5.29051783808326","5.29051783808326","16.80359079104747","16.80359079104747","16.80359079104747","63.48224213660497","63.48224213660497","63.48224213660497","63.111961952499016","63.111961952499016","63.111961952499016","45.029875256624976","45.029875256624976","45.029875256624976","61.20298684665587","61.20298684665587","61.20298684665587","4.356780194104308","4.356780194104308","4.356780194104308","35.59783527129521","35.59783527129521","35.59783527129521","47.33136990029582","47.33136990029582","47.33136990029582","33.85674354729995","33.85674354729995","33.85674354729995","45.65416692177661","45.65416692177661","45.65416692177661","35.058967825282984","35.058967825282984","35.058967825282984","72.03321163238812","72.03321163238812","72.03321163238812","40.56408637537668","40.56408637537668","40.56408637537668","27.65387587288768","27.65387587288768","27.65387587288768","66.94981624733285","66.94981624733285","66.94981624733285"
