"Step","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.898409962333137","16.898409962333137","16.898409962333137","13.084039295407056","13.084039295407056","13.084039295407056","37.358347828168235","37.358347828168235","37.358347828168235","4.565444578972584","4.565444578972584","4.565444578972584","2.7063975477321565","2.7063975477321565","2.7063975477321565","13.950179759080475","13.950179759080475","13.950179759080475","6.735281412406154","6.735281412406154","6.735281412406154","4.724113165216677","4.724113165216677","4.724113165216677","13.369621203263543","13.369621203263543","13.369621203263543","18.982004382021895","18.982004382021895","18.982004382021895","5.6173896794556155","5.6173896794556155","5.6173896794556155","28.073159118416005","28.073159118416005","28.073159118416005","14.574752336714635","14.574752336714635","14.574752336714635","17.16009618852612","17.16009618852612","17.16009618852612","8.427558707781847","8.427558707781847","8.427558707781847","2.6955634709015803","2.6955634709015803","2.6955634709015803","7.870681482264013","7.870681482264013","7.870681482264013","16.19910227422988","16.19910227422988","16.19910227422988","4.325637675562012","4.325637675562012","4.325637675562012","2.9688177644235525","2.9688177644235525","2.9688177644235525"
"4000","6.594256972474381","6.594256972474381","6.594256972474381","24.27489760098843","24.27489760098843","24.27489760098843","3.5762401190742397","3.5762401190742397","3.5762401190742397","94.39944403294699","94.39944403294699","94.39944403294699","3.1234941692717095","3.1234941692717095","3.1234941692717095","11.182707389807799","11.182707389807799","11.182707389807799","4.459459328803815","4.459459328803815","4.459459328803815","10.70649480955571","10.70649480955571","10.70649480955571","10.256593979211711","10.256593979211711","10.256593979211711","27.72475656999551","27.72475656999551","27.72475656999551","3.9828057360626863","3.9828057360626863","3.9828057360626863","39.57698840525643","39.57698840525643","39.57698840525643","16.829998685693308","16.829998685693308","16.829998685693308","4.353534299033372","4.353534299033372","4.353534299033372","8.852023837835711","8.852023837835711","8.852023837835711","62.20006257998104","62.20006257998104","62.20006257998104","6.802701415884653","6.802701415884653","6.802701415884653","6.360012016432149","6.360012016432149","6.360012016432149","28.15582105730984","28.15582105730984","28.15582105730984","21.299424898041767","21.299424898041767","21.299424898041767"
"8000","12.591743262512292","12.591743262512292","12.591743262512292","25.360926990399754","25.360926990399754","25.360926990399754","22.29595164759541","22.29595164759541","22.29595164759541","14.54532646423037","14.54532646423037","14.54532646423037","3.0981677099332443","3.0981677099332443","3.0981677099332443","12.461123589424952","12.461123589424952","12.461123589424952","4.459447312510778","4.459447312510778","4.459447312510778","17.699281174414928","17.699281174414928","17.699281174414928","19.05004256858105","19.05004256858105","19.05004256858105","5.653869122411633","5.653869122411633","5.653869122411633","4.102801160466845","4.102801160466845","4.102801160466845","5.763045436576703","5.763045436576703","5.763045436576703","4.574447607520328","4.574447607520328","4.574447607520328","13.071903267736769","13.071903267736769","13.071903267736769","13.324145286706443","13.324145286706443","13.324145286706443","31.28071146289567","31.28071146289567","31.28071146289567","30.410914500122583","30.410914500122583","30.410914500122583","42.82361944389053","42.82361944389053","42.82361944389053","5.141793333616044","5.141793333616044","5.141793333616044","18.5474304910232","18.5474304910232","18.5474304910232"
"12000","24.202212703470046","24.202212703470046","24.202212703470046","49.86429236105535","49.86429236105535","49.86429236105535","24.904941314528582","24.904941314528582","24.904941314528582","22.788245322036964","22.788245322036964","22.788245322036964","3.0980181678427066","3.0980181678427066","3.0980181678427066","12.228838943842032","12.228838943842032","12.228838943842032","46.39126234198632","46.39126234198632","46.39126234198632","15.75222837954656","15.75222837954656","15.75222837954656","25.20577576233296","25.20577576233296","25.20577576233296","6.4705664551407835","6.4705664551407835","6.4705664551407835","3.9374709091754214","3.9374709091754214","3.9374709091754214","35.14100580970115","35.14100580970115","35.14100580970115","7.0755224656270785","7.0755224656270785","7.0755224656270785","17.004269463559055","17.004269463559055","17.004269463559055","15.463514175411024","15.463514175411024","15.463514175411024","32.5544465863599","32.5544465863599","32.5544465863599","31.970135210699436","31.970135210699436","31.970135210699436","48.367135185789124","48.367135185789124","48.367135185789124","3.1863666576064054","3.1863666576064054","3.1863666576064054","29.84315205106476","29.84315205106476","29.84315205106476"
"16000","26.368713899852757","26.368713899852757","26.368713899852757","21.35149745613208","21.35149745613208","21.35149745613208","6.291054027061373","6.291054027061373","6.291054027061373","33.60482794930244","33.60482794930244","33.60482794930244","3.098016971013513","3.098016971013513","3.098016971013513","12.333562083832195","12.333562083832195","12.333562083832195","6.2592594053827995","6.2592594053827995","6.2592594053827995","14.092030664186533","14.092030664186533","14.092030664186533","40.64488390292404","40.64488390292404","40.64488390292404","6.720288013578153","6.720288013578153","6.720288013578153","4.61403292314514","4.61403292314514","4.61403292314514","29.501915071350247","29.501915071350247","29.501915071350247","6.454710030671871","6.454710030671871","6.454710030671871","14.827466960333677","14.827466960333677","14.827466960333677","33.724431683583596","33.724431683583596","33.724431683583596","31.40833659725373","31.40833659725373","31.40833659725373","78.26139760156936","78.26139760156936","78.26139760156936","43.442412347807135","43.442412347807135","43.442412347807135","5.724254802289574","5.724254802289574","5.724254802289574","23.615126755665674","23.615126755665674","23.615126755665674"
"20000","19.676121108835865","19.676121108835865","19.676121108835865","29.307586100552108","29.307586100552108","29.307586100552108","11.05630560456121","11.05630560456121","11.05630560456121","22.86940690820495","22.86940690820495","22.86940690820495","3.098016578421063","3.098016578421063","3.098016578421063","11.7152273316705","11.7152273316705","11.7152273316705","8.818799195654238","8.818799195654238","8.818799195654238","8.679186740746385","8.679186740746385","8.679186740746385","40.47684969006487","40.47684969006487","40.47684969006487","4.542352585013555","4.542352585013555","4.542352585013555","3.024642685525026","3.024642685525026","3.024642685525026","17.472675051602977","17.472675051602977","17.472675051602977","7.557286740222847","7.557286740222847","7.557286740222847","14.80784048910516","14.80784048910516","14.80784048910516","19.382886988384918","19.382886988384918","19.382886988384918","32.30552794043484","32.30552794043484","32.30552794043484","80.55640402254252","80.55640402254252","80.55640402254252","43.754692237793556","43.754692237793556","43.754692237793556","8.343487882617108","8.343487882617108","8.343487882617108","58.98275707952591","58.98275707952591","58.98275707952591"
"24000","16.202084012170836","16.202084012170836","16.202084012170836","29.355033345842266","29.355033345842266","29.355033345842266","27.97670005118355","27.97670005118355","27.97670005118355","20.9641694738953","20.9641694738953","20.9641694738953","6.330517120198889","6.330517120198889","6.330517120198889","9.736894592772916","9.736894592772916","9.736894592772916","44.46330274613287","44.46330274613287","44.46330274613287","6.532014640651118","6.532014640651118","6.532014640651118","41.770110347679314","41.770110347679314","41.770110347679314","4.299256448565738","4.299256448565738","4.299256448565738","1.4138507233342175","1.4138507233342175","1.4138507233342175","50.47951373534546","50.47951373534546","50.47951373534546","49.48506021492057","49.48506021492057","49.48506021492057","13.846122897097322","13.846122897097322","13.846122897097322","44.01539498941124","44.01539498941124","44.01539498941124","32.19363243152928","32.19363243152928","32.19363243152928","27.3502948306106","27.3502948306106","27.3502948306106","11.956794592483437","11.956794592483437","11.956794592483437","8.707257216879592","8.707257216879592","8.707257216879592","19.508496620148954","19.508496620148954","19.508496620148954"
"28000","13.497207469603405","13.497207469603405","13.497207469603405","28.115669410476773","28.115669410476773","28.115669410476773","12.254032419994333","12.254032419994333","12.254032419994333","57.74006551733934","57.74006551733934","57.74006551733934","6.381678684112674","6.381678684112674","6.381678684112674","13.091812289331653","13.091812289331653","13.091812289331653","46.7352121563283","46.7352121563283","46.7352121563283","42.43768393361431","42.43768393361431","42.43768393361431","41.76229971823744","41.76229971823744","41.76229971823744","4.329750931610915","4.329750931610915","4.329750931610915","1.4109376433166054","1.4109376433166054","1.4109376433166054","34.39727757912153","34.39727757912153","34.39727757912153","24.685561367704274","24.685561367704274","24.685561367704274","8.551779167154303","8.551779167154303","8.551779167154303","42.52413373664155","42.52413373664155","42.52413373664155","32.36249956084906","32.36249956084906","32.36249956084906","32.54005982955449","32.54005982955449","32.54005982955449","12.125088908888355","12.125088908888355","12.125088908888355","8.718636679875626","8.718636679875626","8.718636679875626","22.305479750999766","22.305479750999766","22.305479750999766"
"32000","27.902588117689334","27.902588117689334","27.902588117689334","50.81892195552125","50.81892195552125","50.81892195552125","23.205005441493096","23.205005441493096","23.205005441493096","20.959191195312314","20.959191195312314","20.959191195312314","6.383875440380352","6.383875440380352","6.383875440380352","15.893453193810211","15.893453193810211","15.893453193810211","13.701440374653668","13.701440374653668","13.701440374653668","28.336568761558784","28.336568761558784","28.336568761558784","41.82867543252083","41.82867543252083","41.82867543252083","4.296035579608632","4.296035579608632","4.296035579608632","1.4108891306436604","1.4108891306436604","1.4108891306436604","50.769943858634036","50.769943858634036","50.769943858634036","8.299345002175922","8.299345002175922","8.299345002175922","55.679348068031175","55.679348068031175","55.679348068031175","46.05524263495","46.05524263495","46.05524263495","32.22020148268841","32.22020148268841","32.22020148268841","65.26525734825796","65.26525734825796","65.26525734825796","11.80650021752221","11.80650021752221","11.80650021752221","9.127609930343112","9.127609930343112","9.127609930343112","61.5877499348439","61.5877499348439","61.5877499348439"
"36000","26.802036367321687","26.802036367321687","26.802036367321687","50.55911542259152","50.55911542259152","50.55911542259152","24.839930595957835","24.839930595957835","24.839930595957835","17.71899446529206","17.71899446529206","17.71899446529206","6.361231390097191","6.361231390097191","6.361231390097191","12.244472946232188","12.244472946232188","12.244472946232188","50.010107416007095","50.010107416007095","50.010107416007095","19.094321245251777","19.094321245251777","19.094321245251777","42.090073295310994","42.090073295310994","42.090073295310994","20.158550005479867","20.158550005479867","20.158550005479867","1.4108604212530584","1.4108604212530584","1.4108604212530584","50.02376464166799","50.02376464166799","50.02376464166799","27.431874642976567","27.431874642976567","27.431874642976567","54.37795624375362","54.37795624375362","54.37795624375362","41.61983824953573","41.61983824953573","41.61983824953573","18.83943569634612","18.83943569634612","18.83943569634612","94.6425025355098","94.6425025355098","94.6425025355098","11.500096576281537","11.500096576281537","11.500096576281537","24.285069128078085","24.285069128078085","24.285069128078085","53.056507885293264","53.056507885293264","53.056507885293264"
