"Step","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_19 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_18 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_17 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_16 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_15 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_14 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_13 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_12 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_11 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_10 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_None_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"0","16.904571961816224","16.904571961816224","16.904571961816224","15.160841528558166","15.160841528558166","15.160841528558166","32.6592604219548","32.6592604219548","32.6592604219548","5.947028825418684","5.947028825418684","5.947028825418684","2.703801478387442","2.703801478387442","2.703801478387442","13.965775817141246","13.965775817141246","13.965775817141246","6.821298997108269","6.821298997108269","6.821298997108269","4.72039470351001","4.72039470351001","4.72039470351001","29.172878014733726","29.172878014733726","29.172878014733726","27.24583534921381","27.24583534921381","27.24583534921381","5.619630381801967","5.619630381801967","5.619630381801967","28.96007106891208","28.96007106891208","28.96007106891208","14.57301815750123","14.57301815750123","14.57301815750123","17.14251665714746","17.14251665714746","17.14251665714746","8.417623172124847","8.417623172124847","8.417623172124847","2.69401140468639","2.69401140468639","2.69401140468639","7.87652273499525","7.87652273499525","7.87652273499525","22.088318770003934","22.088318770003934","22.088318770003934","4.331539589218139","4.331539589218139","4.331539589218139","2.9668786439004373","2.9668786439004373","2.9668786439004373"
"4000","3.8460308789167117","3.8460308789167117","3.8460308789167117","16.688955521558807","16.688955521558807","16.688955521558807","14.660590380600869","14.660590380600869","14.660590380600869","13.481025566114704","13.481025566114704","13.481025566114704","6.325757219949449","6.325757219949449","6.325757219949449","7.498459304832868","7.498459304832868","7.498459304832868","4.4578444324244915","4.4578444324244915","4.4578444324244915","8.300233999076159","8.300233999076159","8.300233999076159","19.58584706063224","19.58584706063224","19.58584706063224","22.760576817357364","22.760576817357364","22.760576817357364","0.9410030161498852","0.9410030161498852","0.9410030161498852","69.50574758783331","69.50574758783331","69.50574758783331","10.68299871537755","10.68299871537755","10.68299871537755","15.241611832733199","15.241611832733199","15.241611832733199","43.00019442989855","43.00019442989855","43.00019442989855","2.8897093932918816","2.8897093932918816","2.8897093932918816","7.79442842854522","7.79442842854522","7.79442842854522","25.856149131046323","25.856149131046323","25.856149131046323","2.466744021924876","2.466744021924876","2.466744021924876","3.337029946451449","3.337029946451449","3.337029946451449"
"8000","20.843636065754303","20.843636065754303","20.843636065754303","9.304005556856563","9.304005556856563","9.304005556856563","6.0856564914365165","6.0856564914365165","6.0856564914365165","11.019560040024874","11.019560040024874","11.019560040024874","6.662426261781344","6.662426261781344","6.662426261781344","7.496544893572302","7.496544893572302","7.496544893572302","22.891420145744316","22.891420145744316","22.891420145744316","6.890389184061495","6.890389184061495","6.890389184061495","29.400572493960823","29.400572493960823","29.400572493960823","21.462155619365255","21.462155619365255","21.462155619365255","1.4761295431417658","1.4761295431417658","1.4761295431417658","92.45614536867909","92.45614536867909","92.45614536867909","8.632441421054851","8.632441421054851","8.632441421054851","12.95721677530718","12.95721677530718","12.95721677530718","15.677522957483632","15.677522957483632","15.677522957483632","17.032785473013664","17.032785473013664","17.032785473013664","3.714496094833865","3.714496094833865","3.714496094833865","41.00967411994373","41.00967411994373","41.00967411994373","2.4635634392858328","2.4635634392858328","2.4635634392858328","2.370283726584958","2.370283726584958","2.370283726584958"
"12000","45.31094005563456","45.31094005563456","45.31094005563456","10.265883738085524","10.265883738085524","10.265883738085524","5.0904211459662845","5.0904211459662845","5.0904211459662845","13.266412272177874","13.266412272177874","13.266412272177874","8.458297042236833","8.458297042236833","8.458297042236833","41.65768118101521","41.65768118101521","41.65768118101521","44.03450443593874","44.03450443593874","44.03450443593874","7.32299197348083","7.32299197348083","7.32299197348083","49.46220711717628","49.46220711717628","49.46220711717628","22.17458149096385","22.17458149096385","22.17458149096385","3.61974134848725","3.61974134848725","3.61974134848725","9.631516581672704","9.631516581672704","9.631516581672704","8.447299678833648","8.447299678833648","8.447299678833648","52.738066299611475","52.738066299611475","52.738066299611475","15.66954272484602","15.66954272484602","15.66954272484602","2.843519602090951","2.843519602090951","2.843519602090951","10.403991822265146","10.403991822265146","10.403991822265146","67.99601165460624","67.99601165460624","67.99601165460624","2.491140180557789","2.491140180557789","2.491140180557789","2.382640154198469","2.382640154198469","2.382640154198469"
"16000","11.467640277013462","11.467640277013462","11.467640277013462","9.904302307143784","9.904302307143784","9.904302307143784","5.8820894966898685","5.8820894966898685","5.8820894966898685","48.61345694483727","48.61345694483727","48.61345694483727","10.282674905596469","10.282674905596469","10.282674905596469","41.90301165465415","41.90301165465415","41.90301165465415","27.213074955417632","27.213074955417632","27.213074955417632","10.636165237434676","10.636165237434676","10.636165237434676","49.46421268297889","49.46421268297889","49.46421268297889","22.089757250762016","22.089757250762016","22.089757250762016","4.460027912300552","4.460027912300552","4.460027912300552","4.937544926791904","4.937544926791904","4.937544926791904","5.699046751639955","5.699046751639955","5.699046751639955","50.76886438055596","50.76886438055596","50.76886438055596","18.286548658369234","18.286548658369234","18.286548658369234","3.4502464470883707","3.4502464470883707","3.4502464470883707","10.18377021705282","10.18377021705282","10.18377021705282","71.57592911127128","71.57592911127128","71.57592911127128","2.5540138094078406","2.5540138094078406","2.5540138094078406","3.2368608768071887","3.2368608768071887","3.2368608768071887"
"20000","42.72991891936493","42.72991891936493","42.72991891936493","10.479035765392982","10.479035765392982","10.479035765392982","4.3706823047215995","4.3706823047215995","4.3706823047215995","71.89402703690794","71.89402703690794","71.89402703690794","7.952987246098317","7.952987246098317","7.952987246098317","44.51357919881355","44.51357919881355","44.51357919881355","27.002800156494192","27.002800156494192","27.002800156494192","7.868950917787965","7.868950917787965","7.868950917787965","52.61059641487748","52.61059641487748","52.61059641487748","22.34768748375233","22.34768748375233","22.34768748375233","12.451603545020458","12.451603545020458","12.451603545020458","3.3361837256048403","3.3361837256048403","3.3361837256048403","11.79413869961352","11.79413869961352","11.79413869961352","4.334764501155054","4.334764501155054","4.334764501155054","16.593265571474138","16.593265571474138","16.593265571474138","10.480112845506621","10.480112845506621","10.480112845506621","18.453167671779415","18.453167671779415","18.453167671779415","58.92541090702328","58.92541090702328","58.92541090702328","2.5046142860680694","2.5046142860680694","2.5046142860680694","3.7539625904907643","3.7539625904907643","3.7539625904907643"
"24000","29.72282555717287","29.72282555717287","29.72282555717287","21.82310770670188","21.82310770670188","21.82310770670188","5.95170594555722","5.95170594555722","5.95170594555722","68.41897437407229","68.41897437407229","68.41897437407229","8.591187488974592","8.591187488974592","8.591187488974592","14.191335491953026","14.191335491953026","14.191335491953026","29.15278646161928","29.15278646161928","29.15278646161928","7.027268127531729","7.027268127531729","7.027268127531729","53.77177139510568","53.77177139510568","53.77177139510568","4.522784276660891","4.522784276660891","4.522784276660891","18.810727211770917","18.810727211770917","18.810727211770917","1.5332731645067563","1.5332731645067563","1.5332731645067563","20.695791972962883","20.695791972962883","20.695791972962883","11.328648213267963","11.328648213267963","11.328648213267963","39.73847632444348","39.73847632444348","39.73847632444348","10.59694175632436","10.59694175632436","10.59694175632436","5.545895619006641","5.545895619006641","5.545895619006641","60.04794859657485","60.04794859657485","60.04794859657485","2.5113110367104046","2.5113110367104046","2.5113110367104046","16.99844379849524","16.99844379849524","16.99844379849524"
"28000","64.64767452308357","64.64767452308357","64.64767452308357","30.63383005510341","30.63383005510341","30.63383005510341","14.37459288004776","14.37459288004776","14.37459288004776","91.0057172644623","91.0057172644623","91.0057172644623","42.16173833447092","42.16173833447092","42.16173833447092","37.00727225019381","37.00727225019381","37.00727225019381","57.13570697671237","57.13570697671237","57.13570697671237","15.132126734749704","15.132126734749704","15.132126734749704","56.45209083245352","56.45209083245352","56.45209083245352","6.356752613803567","6.356752613803567","6.356752613803567","40.55611384792108","40.55611384792108","40.55611384792108","6.851047278217915","6.851047278217915","6.851047278217915","19.217260753644485","19.217260753644485","19.217260753644485","15.17865395179609","15.17865395179609","15.17865395179609","62.64590796051764","62.64590796051764","62.64590796051764","14.484651889937458","14.484651889937458","14.484651889937458","7.004658742893443","7.004658742893443","7.004658742893443","82.33964769854015","82.33964769854015","82.33964769854015","2.891910767742254","2.891910767742254","2.891910767742254","8.202471856341242","8.202471856341242","8.202471856341242"
"32000","55.42199852535184","55.42199852535184","55.42199852535184","24.47214013675225","24.47214013675225","24.47214013675225","14.540254118019813","14.540254118019813","14.540254118019813","93.70724649122535","93.70724649122535","93.70724649122535","55.926065972838046","55.926065972838046","55.926065972838046","10.47124047663415","10.47124047663415","10.47124047663415","42.15178364842568","42.15178364842568","42.15178364842568","16.707937880568046","16.707937880568046","16.707937880568046","58.017182295995646","58.017182295995646","58.017182295995646","6.430866140175358","6.430866140175358","6.430866140175358","16.24698508110471","16.24698508110471","16.24698508110471","6.739696373033683","6.739696373033683","6.739696373033683","19.71646700820748","19.71646700820748","19.71646700820748","36.389621023215376","36.389621023215376","36.389621023215376","65.84904217248473","65.84904217248473","65.84904217248473","16.44392488093035","16.44392488093035","16.44392488093035","39.61352768552928","39.61352768552928","39.61352768552928","98.17847972681672","98.17847972681672","98.17847972681672","2.792693038394732","2.792693038394732","2.792693038394732","6.525232314837625","6.525232314837625","6.525232314837625"
"36000","55.29422248805945","55.29422248805945","55.29422248805945","20.74241754154595","20.74241754154595","20.74241754154595","15.915484801026434","15.915484801026434","15.915484801026434","89.78089065852157","89.78089065852157","89.78089065852157","38.19112624063446","38.19112624063446","38.19112624063446","13.897033310954189","13.897033310954189","13.897033310954189","36.25238873869161","36.25238873869161","36.25238873869161","16.50428615216361","16.50428615216361","16.50428615216361","61.737976098655814","61.737976098655814","61.737976098655814","24.474214327982384","24.474214327982384","24.474214327982384","2.4156426930463244","2.4156426930463244","2.4156426930463244","5.858182950782822","5.858182950782822","5.858182950782822","16.87727410197333","16.87727410197333","16.87727410197333","99.52066028080932","99.52066028080932","99.52066028080932","51.66517409372629","51.66517409372629","51.66517409372629","18.319196404171358","18.319196404171358","18.319196404171358","20.81301869420379","20.81301869420379","20.81301869420379","99.88822282916375","99.88822282916375","99.88822282916375","3.030859873921241","3.030859873921241","3.030859873921241","7.698800638113822","7.698800638113822","7.698800638113822"
